,link,title,premise,post_time,highlight,information,detail
22,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Quantitative Analyst/นักวิเคราะห์เชิงปริมาณ," & AIGEN CO., LTD. & Huaykwang",2d ago," & Min. Bachelor, 2-5 yrs. experience & Problem solver, strong prog. & analytical skill & Flex hrs., Health ins., Prov. Fund","Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull TimeCompany Websitehttp://www.aigencorp.comJob FunctionsBanking / Finance, Analysis, Information Technology (IT), Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","We are a subsidiary of Muangthai Group Holding, with a mindset of a technology start-up. We are looking to innovate and transform various industries with the power of AI and machine learning with the mission to make AI accessible to all businesses. If you are self-motivated, passionate about how AI and technology can improve people’s lives, join us to be part of the growth story.
End-to-end development and maintenance of investment algorithms.
Take part in building back testing and simulation frameworks.
Work closely with quantitative researchers.
Investigate datasets for the use in investment algorithms.
Participate in agile development practices.
Qualification
College degree in Statistics, Physics or Computer Science.
Knowledge in software development using Python and Git
Proficient in Python modules such as Pandas, NumPy, Scikit-Learn etc.
Relational database experience.
Strong communication and analytical problem-solving skills.
Strong sense of attention to detail.
Pride in delivering high quality work and willingness to learn.
Exposure to machine learning is a plus.
Experience of working in the finance industry is a big plus.
Understanding or exposure to financial capital markets, various financial instruments (ETF, future, stocks etc.) and tools (Bloomberg, Reuters etc.) is a plus.
Why work with us?
Competitive salary
Online Course and Career Development Courses
Flexible working hours and work environment
Work from home
Annual Health Checkup
Health and life insurance plan
Dental Allowance
Provident fund
Company sponsored laptop
Company Outing
Company Town Hall
Board Games"
23,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Science Consultant," & SCB TECH X CO., LTD. & Jatuchak",1d ago," & Opportunity to work with Tech-Driven Company & Hybrids Working, 2 days in Office, 3 days WFH & Well-Being and Flexi Benefits","Career LevelMiddleQualificationDegreeYears of Experience4 yearsJob TypeFull Time, PermanentJob FunctionsProfessional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist &&& IndustryInformation Technology","Job Summary
Data Science Consultant will work closely with sale team to establish and manage an effective business development program to maximize organization growth. Working with data scientists and engineers to build data science products and services on top of TechX’s data platform. Leading the team to support clients, ensure project delivery, and optimize project performance in order to grow the client engagement. Work closely with both internal and external stakeholders, taking ownership of the client relationship whereby ensuring expectations are constantly exceeded. To succeed in this role, you will need to be passionate about client liaison, data, building key learnings and problem solving.
Job Responsibilities
Oversee the work of the data science consulting team and responsible for the projects’ success
Provide Subject Matter Expertise for data science products and solutions
Maintain excellent understanding of the data science market, digital marketing, and data product development
Work closely with sales teams to understand clients’ needs, find solutions, and develop business proposals
Actively network in the industry to establish relationships and to identify potential data science opportunities
Analyze potential opportunities and develop data science solution strategies for each customer account.
Ensure appropriate strategy/solution is proposed to customer and monitor actions and results against plans
Provide demonstrations, presentations, training, and consultation for potential clients
Work with the team to solve, analyze, and create a plan to tackle client’s business challenges
Establish strong collaboration with internal and external stakeholders to ensure project delivery
Implement & improve execution effectiveness through appropriate data use and project design
Knowledge, Skills, and Competency
Solid experience in Data Science Consulting, Technical Consulting, or in a client facing role providing data analytics solutions
Experience in being able to translate business needs into executable data science solutions
Excellent verbal, written, and interpersonal communication skills (both Thai and English)
Proven track record in client engagement, relationship building, and project management
Proven ability to quickly and deeply learn new technologies and clearly communicate their value proposition
Experience in managing Proof of Concepts and creating solution demonstrations
Full stack experience in data collection, aggregation, analysis, visualization, productionisation, and monitoring of ML products
Hand-on experience in data engineering, working with big data technology and cloud platforms such as Azure, AWS, GCP
Bachelor's degree in related fields
4 years of working experience in Data Science Consultant"
24,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (Junior/Senior), & MFEC Public Company Limited & Jatuchak,2d ago, & Data Pipeline Framework & Knowledge in Data structure and Data warehouse & Competitive salary with high benefits,"Career LevelEntry LevelQualificationDegreeJob TypeFull Time, PermanentCompany Websitehttp://www.mfec.co.thJob FunctionsInformation Technology (IT), DBA, Others, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersLife insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","We are looking for Data Engineer to work as a team for build an highly performance for the customer.  

What we want?

• Design and build data pipeline framework on data platforms both the data warehouse and data lake using a relational database and HDFS technologies in the most efficient way.
• Design data models and architecture that suit with either structured, semi-structured or unstructured datasets to gain performance and efficiency of the data pipeline process.

Who are we looking for? 

• At least 1-5 years experience in bigdata technology, data engineering, data analytic application system development.
• Experience with coding skills in Python ,spark , Shell script, SQL
• Able working with data integration & ETL tools (Datastage , Informatica , ODI , SSIS )
• Experience with a variety of databases: DB2, MSSQL,Orecle, Hive, etc.
• Experience with bigdata tools, especially Cloudera
• Familiar with cloud platforms: GCP, AWS, Azure, etc.
•New Graduate are welcome!
• Experience with source code control version GIT.
• Knowing concept NiFi , Airflow , Spark , Kafka , etc.

MFEC OKR: As MFEC People, you will be a part of our talent team. Besides your main responsibilities, you do have special projects as part of OKR. However, the percentages will be different according to the positions and teams."
25,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & Colgate-Palmolive (Thailand) Limited & Klongtoey,4d ago," & Google Data Studio, Power BI, Python & Min 2 yr exp in Data Scientist, Data Visualization & Location Klongtoey, Not connect to BTS/MRT","Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull Time, Temporary, Contract, InternshipCompany Websitehttps://jobs.colgate.com/Job FunctionsSales, CS & Business Devpt, Business Development, Information Technology (IT), DBA, Data Scientist &&& IndustryTrading and DistributionBenefits & OthersDental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week","Position :  Data Scientist 
Department:  Retail Marketing (Trade Marketing -under Sales Team)
Location: Klongtoei, Bangkok
Not BTS/MRT station connection.  The office is close to Loxley Office & Shell (HQ)
ออฟฟิศไม่ติดกับสถานีรถไฟฟ้า   สถานีที่ใกล้ที่สุดคืด MRT Klongtoey & MRT Queen Sirikit
Business: FMCG (Brand - Colgate, Protex, Care, Palmolive)
ลักษณะงาน และ หน้าที่ความรับผิดชอบ
- เป็นผู้ที่ดูแลการวิเคราะห์วิจัยข้อมูล โดยเป็นผู้จัดเตรียมข้อมูล (Data Preparation) รวมทั้งออกแบบกรรมวิธีการรวบรวมข้อมูลเข้า (Data Ingestion) การสร้างคลังข้อมูลและมิติข้อมูลต่างๆที่เกี่ยวข้องเพื่อให้ข้อมูลพร้อมสำหรับการวิเคราะห์ รวมทั้งการกำหนดวิธีการนำข้อมูลส่งออก (Publish) ไปตามช่องทางต่างๆเพื่อนำไปใช้งาน

คุณสมบัติ
- มีความสามารถในการใช้งาน excel/google sheet ระดับ advanced
- เคยทำงานเกี่ยวกับ Power BI / Google data studio/ Auto report/ Dashboard
- สามารถทำงาน บริหารข้อมูลจากหลาย sources มีความละเอียดรอบคอบในการทำงาน และมีความรับผิดชอบสูง
- ประสบการณ์ อย่างน้อย 1 ปี ในสายงานทีเกี่ยวข้องกับ Data"
26,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Data Scientist, Advanced Analytics", & PANDORA & Pravet,4d ago, & Identify valuable insights & in-depth business cases via data mangling & Advanced statistical analysis,"Career LevelMiddleQualificationMasterYears of Experience3 yearsJob TypeFull TimeJob FunctionsBanking / Finance, Analysis, Information Technology (IT), IT Project Management / Team Lead, MIS &&& IndustryJewellery/Gems/Watches","Do you know what it takes to build competitive advantage through AI and advanced analytics? Do you have experience scaling data and analytics products and teams across the value chain? Do you want to be a part of a fast-moving, dynamic, and international team? And are you considered one of the best in your field? Then we have a job for you.
 
Job Description:
As Data Scientist, you will work with our stakeholders around the world to tackle both interesting and challenging problems using machine learning and optimization techniques. You will ensure that our prescriptive models are using state-of-the-art techniques to support and/or automate data driven decision making processes. Further to that, you will participate in scrum teams working on developing analytical software solutions for various applications within the organization that drive development and innovation in the area of AI systems.  
 
Responsibiities;
Partner with our stakeholders to identify valuable insights and in depth understand business cases via data mangling and advanced statistical analysis.
Tackle business challenges using predictive modelling, forecasting and optimization techniques to provide actionable recommendations.
Work on end-to-end analytical products, from exploration and prototyping to testing and productionizing.
Participate in Scrum team and work in an agile manner applying principles from DevOps 
 
Qualifications;
Ph.D. or a M.Sc. degree in computer science, physics, mathematics, operations research or related field or an equally strong analytical background,
More than 4 years of experience in programming using Python, R, SQL, or Matlab. PySpark is a plus,
3+ years industry experience in particular within big data application scenarios,
Worked with statistics, machine learning, forecasting, MIP numerical techniques, time series analysis, and scientific computing,
Working knowledge of Git, DevOps, Databricks, Docker, Kubernetes, Airflow,
Experience with neural networks, deep learning, and reinforcement learning; but not required,
Strong strategic and economics skills; you have the ability to manage large sets of qualitative and quantitative data and present finding in a simple and actionable manner,
Result-driven and action-oriented individual. Focus on executing, getting things done and delivering on targets,
Fluent proficiency in both written and oral English  
Something about you:
How would you rate yourself on the 4 C’s? We believe that communication, collaboration, critical thinking and creativity are key competences that will help anyone regardless of job function, title or skillset, in becoming a success.
If you can see yourself working in a fast-paced entrepreneurial environment with many stakeholders, where your communication and interpersonal skills are needed and your ability to collaborate and innovate as a team is essential, we would love to hear from you.    
Your new team:
Say hello to the Advanced Analytics team in the Data & Analytics Center of Excellence at Pandora – the world’s largest jewellery brand. As part of the 80+ colleagues in the wider CoE, we are a dedicated group of data-driven professionals who support business units across the full value chain with actionable insights and predictive analytics.
We have a data lake, a unified analytics platform and solid communication skills that help us translate data into business value. Your new team consists of a diverse and happy group of analysts, scientists, engineers and product people with a clear mission: We are here to deliver data-driven experiences in all consumer journey touchpoints, develop actionable insights to inform business decisions across supply chain, product, marketing, commerce, finance, HR and more - and have fun while doing it."
27,th.jobsdb.com/th/jobs/in-yannawa/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,IT - Data Scientist, & Bank of Ayudhya Public Company Limited (Ayudhya Capital Auto) & Yannawa,4d ago," & PL/SQL database and big data Concepts & Hadoop, Spark, Hive or Python & Senior Level","Career LevelEntry LevelQualificationDegreeYears of Experience5 yearsJob TypePermanentCompany Websitehttp://www.krungsri.comJob FunctionsProfessional Services, Business Analysis / Data Analysis, Information Technology (IT), DBA, Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus","Responsibilities:
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Qualification:
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred
Proven experience as a Data Scientist or Data Analyst
Experience in data mining
Experience using business intelligence tools (e.g. Tableau)
Knowledge of SQL and Python
Understanding of machine-learning and operations research
Analytical mind and business acumen
Strong math skills (e.g. statistics)
Problem-solving aptitude
Excellent communication and presentation skills Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores"
28,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (AI Team), & True Corporation Public Company Limited & Huaykwang,4d ago, & Data Engineer & AI Team & R&D,"Career LevelMiddleQualificationDegreeYears of Experience4 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.truecorp.co.thJob FunctionsInformation Technology (IT), Others, Data Scientist &&& IndustryTelecommunicationBenefits & OthersLife insurance, Medical insurance, Performance bonus, Five-day work week","Key Responsibilities
Software development for AI software and webservices
Data Engineering including data collection, data integration, data pipelining, data warehousing 
Work with CP AI Team in China on various AI and Data projects.
Assist Head of AI and other senior team leader on building advanced AI culture
Qualification and Experience
Bachelor Degree in Computer Science or equivalent, Master Degree or higher preferred
At least 4 years experience in AI and Data Science product development
Skill and Knowledge
Familiar with PHP/Java/Python/Nodejs, or two of them
Familiar with all kinds of crawling technologies
Have experience in designing the crawling platform
Familiar with HTTP Protocols and network packet analysis
Technical background in data mining, machine learning, etc.
Deep understanding of implementing web services and microservices
Experience implementing AI web services, software or pipeline
Proficiency in the open-source framework of various languages, and a good understanding of its core ideas, implementation principles
Familiar with the principle database software (MySQL/MongoDB/Oracle), have some experience in database optimization
Familiar with mechanisms and implementations in distributed computing, caching, messaging, search engine, load balancing, etc.
Familiar with common commands under Linux
Clear thinking, good thinking, ability to analyze and solve problems independently
Proficient in reading, writing and communicating in English"
29,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist," & TD Tawandang Co., Ltd. & Bangrak",4d ago, & Data Insight & Data Scientist & Python and SQL & Retail Business,"Career LevelMiddleQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentCompany Websitehttps://www.tdshop.io/Job FunctionsProfessional Services, Business Analysis / Data Analysis, Business Consultancy, Information Technology (IT), Data Scientist &&& IndustryWholesale / RetailBenefits & OthersDental insurance, Life insurance, Medical insurance, Work from home, Five-day work week, Flexible working hours","Data Scientist Overview
https://fb.watch/f_vQEGRwfd/

Key Responsibilities
Apply statistical and machine learning methods to large, complex data sets to draw insights and provide actionable recommendations.
Solve complex problems on both technical and business sides using advanced analytical methods.
Work with Engineering teams to implement end-to-end process from model development to testing, validation, and deployment.
Research and develop new quantitative models and frameworks to enhance the company’s data science capability.
Key Requirements/Skills/Experiences
Bachelor’s degree or higher in related fields.
At least 3 years of experience in Data Scientist.
Experience applying statistical methods to analyze and provides actionable recommendation.
Be able to explain complex analytics in simple terms.
Proficient in Python and SQL.
Experience with Machine Learning. Deep learning is preferable.
Understand basic concept and math under the hood of machine learning.
Have a data solutions concept.
Strong analytical problem-solving capabilities.
Have a retail business background is a big plus.
Fluent in English & excellent interpersonal communication."
30,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & PRTR & Bangkok,2d ago, & 2+ Yrs End-to-End Data Processing Framework & International FinTech Start-Up & Monday-Friday (WFH-4 Days/Week),"Career LevelMiddleQualification(N/A)Years of ExperienceN/AJob TypePermanentCompany Websitehttp://www.prtr.comJob FunctionsInformation Technology (IT), IT Project Management / Team Lead, Network & System, Data Scientist &&& IndustryHuman Resources Management/Consultancy","Our client is an online funding platform for Business. Currently, they are looking for a skilled Data Engineer to be part of their team. 

Job Description
Designing and developing scalable ETL packages from the business source systems and the development of ETL routines to populate databases from sources and also to create aggregates.
Managing end-to-end data processing framework of Data Lake from Data Source to Data Mart and Data Exchange with peripheral systems, with process alignment to company policies.
Working collaboratively with the Data and Analytics team, provide support to the users for their data-centric needs.
Performing thorough testing, validation, and deployment in order to deliver the accuracy of data transformations and data verification.
Maintaining proficiency in a variety of computer programming languages, such as SQL, PL/SQL, Unix shell scripting, Spark, Python in order to successfully complete the tasks of the role.
Qualification
Bachelor's/Master’s Degree in Computer Engineer, Computer Science, Information Technology, or related fields.
At least 2-5 year of working experience in the programming/engineer field
Ability to work in a fast-moving environment and to deliver the project on time.
Ability to communicate clearly and professionally, both verbally and in writing.
Excellent analysis and reasoning of system behaviours.
Experience in big data and streaming data frameworks (Hadoop/ Spark/ Kafka) is preferable.
Experience with AWS cloud services e.g., EC2, RDS, Redshift, etc., and pipeline orchestration services is preferable."
31,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Back-end Python Developer," & SMART BITS GAMES CO., LTD. & Bangkok",2d ago," & Develop back office and back-end systems & Experienced with Python and Django & 5 days work week, bonus, work from home","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://cathcarttechnology.co.th/Job FunctionsInformation Technology (IT), DBA, MIS &&& IndustryHuman Resources Management/ConsultancyBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Job summary
Salary up to 100,000 THB + Great benefits
Location Bangkok (nearby BTS/MRT)
The company
            If you are looking for a data engineer job in a highly dynamic environment with a leading investment firm, this is your chance! Apply now to be a part of the most renowned financial services company.
              You will be designing the data platform architecture and implement the data pipeline. Plus, you will have to manipulate the dataset into the most concise and ready-to-use format for the whole company to use.
Responsibility
Design data architecture relying on AWS cloud ecosystem
Building the data pipeline and ETL the data upon requirements
Log monitoring and visualization
Control the data security and privacy along the process
Develop the data platform of the client and monitor the data flow in their data warehouse/data lake
Qualification
3 - 4 years of experience in data engineering, data pipeline and ETL management
Strong in Python (Numpy, Pandas, and Pyspark)
Proficient in SQL – window function, data aggregate, complex query, sub-query
Experienced in AWS cloud service – EC2, RDS, ELB, ASG, Cloudwatch, VPC is preferred
Good understanding in crucial DevOps/DataOps concept
Experienced with CICD, Git, Jenkins, Docker, Kubernetes
Intermediate level of English communication
If you are a talented candidate with strong expertise in utilizing AWS cloud services for a data platform development, please click “Apply now”. If you need any further information, please contact 064-240-9462 (Art) at Cathcart Technology."
32,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer/วิศวกรด้านแมชชีนเลิร์นนิง," & AIGEN CO., LTD. & Huaykwang",2d ago," & Machine/deep learning & Bachelor Degree. Experience in NLP, machine vision & Flexible hrs., WFH, Health Insurance","Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull TimeCompany Websitehttp://www.krungthai.comJob FunctionsInformation Technology (IT), Data Scientist &&& IndustryFinancial Services","ปฎิบัติงานยัง บริษัท INFINITAS by Krungthai

Job Summary
        Data Innovation team under Infinitas is a centralized data enabler to serve both digital and traditional arms of Krungthai Bank. Working as a data scientist here, you would be able to leverage huge amount of financial transaction and customer digital footprint data to improve our personalized solutions accessed by more than 40 million customers. Over a wide range of undergoing projects, there are many interesting ML tasks waiting for you. These cover recommendation, optimization, and prediction solutions across all bank channels and products. Many other exciting projects are also on the way to lift our data capabilities by utilising alternative data and real-time scoring. If you enjoy new challenges all the time, come to have fun together with us!
 Job Responsibilities
Brainstorm with Business User and Data Analyst to propose practical ML solution for solving business problems
Translate problem statement into model requirements and action plans
Adopt agile development approach to deliver prompt solutions phase by phase
Conduct EDA and feature engineering from both raw and aggregate data sources
Maintain, enrich, and expand ML data feature pools
Develop quantitative models to solve estimation, prediction, or optimisation problems
Work with experienced business experts to develop heuristic models to handle cold start or insufficient data situations
Design complete score validation framework throughout the model life cycle
Measure model performance and monitor feature shifting in production environment
Work with ML Engineer or Data Engineer to optimise scoring processing time
Job Qualification
 Essential Requirements: 
English as working language Minimum of 3 years of data field working experiences
Minimum of 3 years of data field working experiences
At least 1-year hands-on modeling experiences
Proficient in Python, good at SQL
Strong logical thinking and creative thinking
Independently work on end-to-end ML process
Solid record of successful model development with business impact in production
 Preferred Past Experiences or Knowledge (any of the followings):
Fintech, big tech or banking industry
Real time ML model deployment experiences
  Contact : 062-5652945, 02-345-1875, 02-345-1868 (K.Phichayut)"
33,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer, & บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน) & Phayathai,4d ago, & Convert models towards production environment & Manage ML operations & infrastructure & Location: BTS Ari-Saphan Khwai,"Career LevelSeniorQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttps://scb.scbprotect.co.th/Job FunctionsInformation Technology (IT), MIS, IT Consulting, Data Scientist &&& IndustryInsurance/Pension FundingBenefits & OthersDental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week","Roles and Responsibilities:
Develops and maintains scalable data pipelines and data storage including data warehouse and databases.
Help design/builds out API integrations (batch and streams) to support applications and downstream services.
Oversee existing data pipelines to improve scalability, speed, accuracy, and quality.
Works closely with both the data architecture, data scientist, data analyst, and product owners to help them leverage data solutions in their products.
Implements processes or systems to manage data catalogue and monitor data quality, data lineage, and data usage.
Ensuring production data is always accurate and available for key stakeholders and business processes that depend on it.
Preparing raw data and transform it into a proper format for manipulation by BI & Data Scientists.
Conceptualizing and proving concept of infrastructure that allows big data to be accessed and analyzed efficiently.
Providing guidance on suitable options, designing, and creating data pipeline data process, and data pipeline that feed the platform, increasing data accessibility and availability. 
Collaborates with analytics, SCB Group and its subsidiaries data and business teams to improve data models, data integration, and data pipeline that feed the platform, increasing data accessibility and availability. 
Support infrastructure design and build that can lower complexity in term of internal data processing. and data integration. 
Preferred Qualifications:
Bachelor’s degree or higher in Computer Engineering, Computer Science or other related fields.
Direct experience on data engineering tools and languages such as R, Python , Java, Spark, Hadoop ecosystem (Hive, Sqoop).
Experience with AWS clouds or other cloud vendors with key data and analytics services e.g., S3, Glue, Athena, EMR as well as integration and infrastructure services e.g., Lambda, API Gateway, IAM.
Proficient in CI/CD tool e.g., Jenkins, or GitLab.
Strong cross-functional relationships by influence and inspire team for strategic thinking.
Strong in management skill and systematic thinking. 
AWS Certificates is an advantage."
34,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & KASIKORN Business - Technology Group (KBTG) & Pathumwan,2d ago, & Marketing & Customer Insights / Wealth & Risk / Fraud / Credit Scoring / Income Ratings & Voice / Speech / Face Recog / Biometrics / Image,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, Permanent, ContractCompany Websitehttp://www.aware.co.thJob FunctionsInformation Technology (IT), DBA, Programming / Software Development, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersMedical insurance, Overtime pay, Work from home, Five-day work week","Job Description
Conduct a customer needs analysis using an available data provided in database (Data warehouse)
Prepare and analyze a raw data for further processing
Analyze and manage appropriate storage data such as on cloud or on premise
Importing data in various formats to meet business needs such as Real-Time, Hourly, Daily, Monthly depend on requirements
Design and develop Data Pipeline and Model on Data Mart and Big Data platforms using ETL
Data cleansing and data hashing
Improve an efficiency of the available data
Requirement Skills :
Bachelor Degree in Information Technology, Computer Science, Computer Engineering or related fields
0 - 2 years+ of experience in ETL, designing database, data storage, data pipeline and big data
Good command in SQL
Knowledge of Data Model designing and analysis with PostgreSQL, Python, Unix Shell and Hadoop
Learning Agility & Self Development
New graduates are welcomed

""We are an equal opportunity employer.""
We offer an attractive salary and compensation package.If you are interested in this position, please submit your resume here Aware Outsourcing Services Corporation (Thailand) Ltd. (AOS)408/106, 24th Floor Phaholyothin Place,Samsennai, Phayathai, Bangkok 10400Phone: 02 619 0226-30 Fax: 02 619 0231www.aware.co.th"
35,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer (Officer-Senior Officer) - Credit Risk Model (True Money)," & Ascend Group Co., Ltd. & Bangkok",2d ago, & Hybrid Working & Flexible Hours & Good Location,"Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypePermanentCompany Websitehttps://www.apthai.com/thJob FunctionsEngineering, Others, Information Technology (IT), DBA, Data Scientist &&& IndustryProperty DevelopmentBenefits & OthersLife insurance, Medical insurance, Five-day work week","Responsibilities:
Work with data analyst team to convert functional design to technical design and develop the efficiency SQL and Python script
Prepare data for predictive and prescriptive modeling
Integrate with 3th party API ie. Facebook, Google
Deploy sophisticated analytics programs and statistical methods
Develop automated job scheduling routines
Liaison with team members for any technical issues
Knowledge of data management standards
Improving data quality and efficiency
Analyze and organize raw data
Qualification:
Bachelor or master’s degree in Computer Science, Computer Engineering or others related field
Minimum 3 years of related experience
Proficiency in SQL and Python
Working experience or knowledge in Linux command, or shell scripting
Hands-on experience with PL/SQL and Database design
Experience with cloud-based platforms such as Google Cloud Platform, AWS or similar
Knowledge in DWH, ETL techniques that enable data ingestion, blending and integration
Experience in Digital Data Platform is a plus
Knowledge in data tracking is a plus e.g. Google Analytics, Firebase Analytics
Detail-oriented with good analytical skill
Good command of English both written and spoken
Interested in Data-science will be an advantage 
Interested applicants please click 'Apply Now'
AP (Thailand) Public Company Limited

170/57 Ocean Tower 1, 19th Floor,
Rachadapisek Road, Klongtoey, Bangkok 10110
Tel : 02-261-2518 ต่อ 636 (คุณอภิรักษ์)
www.apthai.com"
36,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Machine Learning Engineer, Advanced Analytics", & PANDORA & Pravet,4d ago," & understanding of business problems and tackling & Predictive modelling, forecasting trend & Optimization techniques to support","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentJob FunctionsInformation Technology (IT), DBA, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersMedical insurance, Performance bonus","Responsibilities
Pre-sales Support: involving preparation of the proposal and the demonstration system as well as supporting the sales team in presenting the products and services to potential customers.
Implementation: directly and indirectly manage and perform the whole process of making the customers capable of operating their business as intended. He/she must have high expertise in areas of the technical implementation process especially in Design and Solution Architecture.
Directly responsible for the Post-Implementation support. He/she is required to be effective in distributing problems to junior staff then coach and assist them on problem solving.
Participate in full service life-cycle from architectural design, implementation and migration to post-implementation maintenance and operation support of the critical production systems for our customers.
Qualifications
0 - 3 years of work experiences
Bachelor’s Degree or higher in computer or related fields, Computer Engineering or Computer Science major would be an advantage
Pleasant personality and strong communication skill
Good management, Strong troubleshooting and problem solving, analytical skills, and communication skill
Excellent problem solving and critical thinking skill
Ability to work in a high-pressure environment
Good command in English for reading and writing ability
Knowledge or Experience:
Degree in Computer Science, Information Technology, Business Information Systems, or other related field
Good knowledge of SQL query, Python, stored procedure and database structure
Deep expertise in analyzing complex database query are a plus
Performing data warehouse design and ETL process development
Experience with Operations and Administration of Database System, Hardware, Server, and Other Related Components
Experience of Virtualization and Cloud Technology
Knowledge of RDBMS database operation and administration would be advantaged
Knowledge of Linux and cloud technology would be advantaged
SM Tower 21st Floor, 979/52-55 Phaholyothin Road
Phayathai, Phayathai, Bangkok 10400
Tel.(02) 298-0625-32 # 1102 Fax. (02) 298-0053

www.a-host.co.th"
