,link,title,premise,post_time,highlight,information,detail
94,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & KASIKORN Business - Technology Group (KBTG) & Pathumwan,1d ago, & Marketing & Customer Insights / Wealth & Risk / Fraud / Credit Scoring / Income Ratings & Voice / Speech / Face Recog / Biometrics / Image,"Career LevelEntry LevelQualificationDegreeJob TypeFull Time, PermanentCompany Websitehttps://www.playtorium.co.th/Job FunctionsInformation Technology (IT), DBA, Programming / Software Development, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Education allowance, Medical insurance, Overtime pay, Performance bonus, Transportation allowance, Travel allowance, Five-day work week","Job descriptions:
• Work with clients and business analysts to provide end-to-end Business Intelligence solution ranging from data/system integration to analytical dashboard reporting by utilizing large structured and unstructured data from a variety of different sources.
• Participate in the full development life cycle from design, implementation and testing, to documentation, delivery, training, support, and maintenance for data services, analytics, reporting and data science solutions.
• Collaborate with senior members and business analysts to design and build data-integration solutions by developing source-target mapping specifications based on the business requirements.
• Select and integrate any Big Data tools and frameworks required to meet client's business and technical requirements.
• Work with clients and business analysts to design and develop analytical dashboard as requested.
• Implement data ingestion routines both real time and batch using best practices in data modeling, ETL/ELT processes in support of the requirements on both data warehouse and data lake platform and validate that they meet client's business and technical specifications.
• Create visualizations and reports for requested projects.
• Tackle code problems and data-related issues.
• Conduct unit testing and troubleshooting.
• Keep up to date with new newest trends and technologies in the analytics platforms, data integration, business intelligence tools and big data ecosystem to generate innovative ideas to solve business challenges and share expertise with the team.
• Exhibit superior attention to detail and pride in high quality deliverable.
• Handle other duties as assigned.
Qualifications:
Required qualifications:
• Bachelor's or master’s degree in computer engineering/science, information system, statistics, mathematics, economics, finance, data science or other related fields.
• Proficiency in SQL query usage to support investigation and analysis.
• Experience in one of the programming languages such as Python, Java, Scala, Bash, Ruby and any other language to solving data problems.
• Good knowledge of data modeling, and data warehousing.
• Sufficient knowledge in ETL concept, design and development.
• Eager to earn new technology deeply and quickly.
• Attention to detail.
• Very open-minded (eager to ask for comments/suggestions).
• Have a can do and will do attitude.

Preferred qualifications:
• Experience in developing ETL processes on either structured data warehouse or unstructured data lake.
• Experience in designing data model/working with relation databases; i.e. Oracle, IBM DB2, MySQL, SAP, and MS SQL Server.
• Good understanding of database management systems, online analytical processing (OLAP) and ETL (Extract, transform, load) framework
• Background in Data Mining.
• Be able to use other statistical programming languages such as R, SAS, MATLAB, STATA, etc.
• Experience with some of the data integration tools such as SAS DI, IBM DataStage, etc.
• Experience with Big Data tools; Hadoop, Hive, Spark, Kafka, or related big data technologies.
• Experience with BI technologies: Microsoft Power BI, Oracle BI, Tableau, Pentaho, etc.
• Experience with Stream Processing systems: Storm, Spark-Streaming, etc.
• Experience in Machine Learning related projects: Natural Language Processing, Knowledge/Text Analytic, etc.
• Experience with automation and CI/CD.
• Have experience working on a scrum team in an agile environment

Based office location near MRT Jatuchak Park and BTS Mo Chit 
For more information about us please visit https://playtorium.co.th/"
95,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Back-end Python Developer," & SMART BITS GAMES CO., LTD. & Bangkok",1d ago," & Develop back office and back-end systems & Experienced with Python and Django & 5 days work week, bonus, work from home","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentCompany Websitehttp://www.kkpfg.comJob FunctionsInformation Technology (IT), DBA, Programming / Software Development &&& IndustryFinancial Services","Quant Research team at Kiatnakin Phatra Capital PLC develops and deploys systematic trading strategies across a broad range of financial markets. Data is the core of quantitative modeling process. As a Data Engineer, you will design and build robust data platforms which drive the development of our trading models and execution algorithms. Data Engineers work closely with researchers and software engineers to create scalable data pipelines to productionize predictive features and alpha generation. The ideal candidate is passionate about data technologies, has strong software development and problem-solving skills, and enjoys working on complex technical problems in a fast-paced, collaborative setting.
What you will do:
Design, develop, test, and deploy data solutions across quantitative research, alpha generation, and order execution systems.
Develop analytical tools and libraries to facilitate data analysis and portfolio monitoring.
Partner with researchers to source, store, and enrich datasets that are key to alpha research.
Integrate on-premises resources into cloud infrastructure to handle data storage and computational resources for developing and testing predictive models.
Develop automated ETL pipelines and other capabilities for data delivery to ensure speed, scalability, and quality of our data platform.
Build and optimize feature stores for research and live trading.
What you will bring:
Bachelors, Masters, or PhD from top-tier universities in Computer Science, Computer/Electrical Engineering, Physics, Mathematics, Statistics, or other related fields.
Solid analytical and problem-solving skills, including debugging and code comprehension.
Strong knowledge of algorithms and data structures.
Proficiency in one or more programming languages such as Python, C#, C++, or Java.
Understanding of basic concepts in probability and statistics.
Passion for learning about financial markets; prior experience in finance is not required.
A desire to work in a fast-paced, team-driven environment.
Good communication skills with the ability to express complex ideas in simple terms.
It’s great if you have:
Experience working with large datasets in finance or other application domains.
Experience with container technology (Docker, Kubernetes), microservices, and big data technologies (Spark, Kafka, etc.) on AWS or other cloud services.
Experience in a software engineer or machine learning engineer role.
We offers career development, and is committed to developing each employee to fulfill his/her potential.   Successful candidates can look forward to competitive remuneration package, fringe benefits and exciting career prospects.
Interested applicants: Please send your detailed resume and salary history to:
The Human Resources Department
Kiatnakin Phatra Securities Public Company Limited
8th Floor Human Resources Department, 
Muang Thai-Phatra Office Tower 1,
252/6 Ratchadaphisek Rd.,Huay-Kwang, Bangkok 10310 
Contact Arisa 02-305-9243
(Applications will be treated with strictly confidential)"
96,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer (Officer-Senior Officer) - Credit Risk Model (True Money)," & Ascend Group Co., Ltd. & Bangkok",1d ago, & Hybrid Working & Flexible Hours & Good Location,"Career LevelSeniorQualificationDegreeYears of Experience2 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.malissakiss.com/Job FunctionsInformation Technology (IT), DBA, Programming / Software Development, Data Scientist &&& IndustryHealth & Beauty CareBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Key Responsibilities
Identify and assemble large, complex data sets to meet the business requirements
Build the infrastructure for extraction, transformation, and load data from a wide variety of data sources
Design, implement, deploy and automate ETL/ELT processes
Build optimized data platform including data pipeline, data lake, and data warehouse using Cloud Platform (AWS, GCP, Azure)
Collaborate with key stakeholders including the Executive, Business Units, Data and IT teams to assist with data-related technical issues and support their data infrastructure needs
Key Requirements
Bachelor's or Master's degree in computer science, computer engineering or related fields
At least 2 years’ working experience as Data Engineer
Have a good understanding of data architecture principles
Know UNIX/LINUX shell script command
Know about developing software to integrate with Social Media (GA, Facebook, Line, Email, etc.)
Have experience in Cloud-based software development, deploy software on Cloud (Google Cloud Platform preferred)
Have experience in practical API development (Know how to use Backend Framework like Flask, Django, etc.) and Version control systems such as Git, Bitbucket, etc.
Experience with programming languages e.g., SQL, Python, R, Java, Scala
Knowledge in ERP Systems such as Oracle Netsuite is a plus"
97,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Cloud Ace Ltd. & Klongtoey,22h ago," & 5 days working, Work From Home & Good in English conversation and writing & Fresh graduate is welcome","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentCompany Websitehttp://www.kkpfg.comJob FunctionsInformation Technology (IT), Data Scientist &&& IndustryFinancial Services","Role summary:
Quant Research team at Kiatnakin Phatra Capital PLC develops and deploys systematic trading strategies across a broad range of financial markets. As a Financial Data Scientist, you will explore a variety of challenges in data domains: identifying unique data sets, exploring features for market prediction, and implementing high-performance data processing algorithms for trading. The ideal candidate is passionate about data and finance, has strong quantitative and problem-solving skills, and enjoys working on difficult real-world challenges in a fast-paced and energetic environment.
Role and Responsibilities: 
Apply statistical and modeling techniques to extract unique predictive features from large and small data sets
Research and visualize daily and high-frequency data sets to identify novel and under-explored ideas in trading, portfolio optimization, and execution algorithms
Develop, extend, and deploy high-performance data-science platforms and services to support trading strategy execution in testing and live environments.
Partner with engineering teams to collect, pre-process, and analyze both structured and unstructured financial market data, such as order book, price/volume, news articles, analyst commentary, social sentiment, etc.
Qualifications:  
Bachelors, Masters, or PhD from top-tier universities in Computer Science, Computer/Electrical Engineering, Physics, Mathematics, Statistics, or other related fields.
Strong analytical and problem-solving skills.
Strong quantitative foundation, including mathematical modeling, algorithms, and data structures.
Experience applying statistical and machine learning methods (clustering, time-series analysis, regression)
Competency in Python/C++
Have a research mindset: ability to think independently and creatively approach complex problems.
Possess a strong interest in learning about financial markets; prior finance experience is not required.
Demonstrate a strong work ethic and a desire to work in a fast-paced, team-driven environment.
Good communication skills with the ability to express complex ideas in simple terms.
Specific knowledge and skill / ความรู้เฉพาะตำแหน่ง: 
Previous experience as a quant or data scientist in a research-focused capacity.
Advanced knowledge of one or more specialized areas in applied mathematics and machine learning (e.g. deep learning, signal processing, time-series analysis, reinforcement learning, convex optimization, stochastic processes)
Experience working with large data sets in finance or other application domains.
We offers career development, and is committed to developing each employee to fulfill his/her potential. Successful candidates can look forward to competitive remuneration package, fringe benefits and exciting career prospects.
Interested applicants: Please send your detailed resume and salary history to:
The Human Resources Department
Kiatnakin Phatra Securities Public Company Limited
8th Floor Human Resources Department, 
Muang Thai-Phatra Office Tower 1,
252/6 Ratchadaphisek Rd.,Huay-Kwang, Bangkok 10310 
Contact K. Arisa 02-305-9243
(Applications will be treated with strictly confidential)"
98,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Machine Learning Engineer, Advanced Analytics", & PANDORA & Pravet,3d ago," & understanding of business problems and tackling & Predictive modelling, forecasting trend & Optimization techniques to support","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull TimeCompany Websitehttps://www.ecloudvalley.com/Job FunctionsInformation Technology (IT), IT Consulting, Data Scientist &&& IndustryManagement Consultancy/ServiceBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week","eCloudvalley is looking for highly skilled and experienced Data Solutions Architect to join our Data Team! Join us if you possess these qualities:
Expertise: Collaborate with our field sales, pre-sales, services teams, training and support teams to help customers architect AWS services in Analytics area, especially in data warehouse and data lake technologies
Solutions: Deliver one to many sessions to enable the internal/external teams, support key analytic engagement, develop reusable technical solutions/contents from AWS services, lead virtual technology team to harvest valuable assets as landing zones, and cooperate with global team to drive more customer obsession services.
Entablements: Engagements include short on-site projects proving the use of AWS services to support analytic solutions that often span across different services. Engagements may include migration of existing applications and development of new applications using AWS cloud services.
Insights: Work with engineering and support teams to convey customer needs and feedback as input to technology roadmaps. Share real world implementation challenges and recommend new capabilities that would simplify adoption and drive greater value from use of AWS cloud services. 
KEY JOB RESPONSIBILITIES
Hands-on experiences: manage daily 10TB+ data warehouse experiences, ETL jobs, analytics of manufactories/telco/financial service industry/E-Commerces.
Be an Architect: produce and validate reference architectures and customer adoption for AWS Analytics services including: Amazon Athena, Amazon S3 (Data Lake), Amazon Redshift.
Trusted advisor"" to customers: Be able to facilitate relationships with senior technical executives, as well as easily interact and give guidance to software developers, IT operations staff, and system architects. Be able to materialize an overall recommendation (or proposal) based on customer needs and efficiently communicate the benefits of the recommended solution.
Vertical knowledge on financial services industry, manufacturing, semi-conductor, retails, over-the-top media; able to articulate end-to-end information flow of these focused vertical; and have related experience.
Have a business consultant capacity to work with customer’s line-of-business owner; explore improvement areas of customer’s business; and priorities’ strong ROI business initiatives with customers.
REQUIRED SKILLS
Bachelor's degree or equivalent education; Computer Science, Statics or Math background preferred.
3-5 years of experience of IT platform implementation in a highly technical and analytical role.
3-5 years’ experience of Analytic solution implementation, including 2+ years of hands-on experience in data warehouse, enterprise information frameworks, distributed database, ETL, data lake and analytic/machine learning.
Good communication skill (60% of the time will be doing client facing, presentation, and requirement gathering)
Has experience on Solution Architecture, Java / Python / C++
Has solid experience on infrastructure (Linux / Network)
Has DevOps framework, know-how to use Git to build CICD pipeline
Customer facing skills to represent solution well within the customer’s environment and drive discussions with senior personnel regarding trade-offs, best practices, project management and risk mitigation. Should be able to interact with Chief Marketing Officers, Chief Risk Officers, Chief Technology Officers, and Chief Information Officers, as well as the people within their organizations.
PREFERRED SKILLS
Masters or PhD in Computer Science, Engineering, Statics or Math.
Hands on experience leading large-scale global data warehousing and analytics projects.
Experiences in AWS or open-source analytic solutions in Redshift, Glue, Elasticsearch, Quicksight, Kinesis, Athena and all data lake related solutions.
Strong verbal and written communications skills and ability to lead effectively across organizations.
Deep understanding of AI and data related infrastructure, such as Hadoop/Spark/Flink/MySQL and etc., experiences in contributing to Open Source will be a plus.
Demonstrated industry leadership in the fields of data sciences, prefer in finance, retail or manufacturing.
Track record of implementing AWS services in a variety of distributed computing, enterprise environments or relevant experiences with other public cloud."
99,th.jobsdb.com/th/jobs/in-sathorn/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & Land and Houses Bank Public Company Limited & Sathorn,2d ago," & machine learning algorithms, optimization models & visualization, data preparation, discritization & predictive models","Career LevelSeniorQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentJob FunctionsInformation Technology (IT), Programming / Software Development, IT Consulting, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Gratuity, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Department: Common Engineering
Team: Datalabs
[Responsibilities]
Boost LINE service quality by leveraging exploratory and advanced data analysis
Define and measure service metrics
Support data-driven decisions by statistical hypothesis testing
Visualize and simplify the data of LINE services (e.g., LINE Shopping, LINE TV, etc.)
[Required Qualifications]
3+ years of experience in relevant fields
Advanced SQL skills and comfort working with Hadoop Ecosystem
Experience with common analysis tools - SQL, R, and Python (Hive or Spark is a plus)
A product mindset - ask and address the most important analytical questions with a view on enhancing product’s impact
Great communication skills, organization skills, as well as multitasking and teamwork ability
[Preferred Qualifications]
Experience in implementing a real-world Recommender or Ranking system
Experience with A/B testing environment
Experience in advertising technology
Software engineering background
[Location]
LINE Head Office, Gaysorn Village, Bangkok"
100,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & LINE Company (Thailand) Limited & Pathumwan,3d ago, & 5+ years of machine learning & data scientist exp. & Experience with the Hadoop ecosystem & Strong SQL skills,"Career LevelEntry LevelQualificationMasterYears of ExperienceN/AJob TypeFull Time, PermanentJob FunctionsInformation Technology (IT), DBA, MIS, Data Scientist &&& IndustryEnergy/Power/Water/Oil & Gas/Waste Management","วุฒิการศึกษา:
ปริญญาโท : วิทยาการข้อมูล / เทคโนโลยีสารสนเทศ / วิศวกรรมคอมพิวเตอร์
มีประสบการณ์ 0-3 ปี ในตำแหน่งนักวิเคราะห์ข้อมูลเชิงลึก
ยินดีรับพิจารณานักศึกษาจบใหม่ จากวุฒิปริญญาโท
หน้าที่ความรับผิดชอบหลัก:
ดึงข้อมูลจากระบบงาน Big Data เพื่อให้สามารถนำไปใช้ประโยชน์ต่อในการวิเคราะห์ข้อมูล หรือ นำไปใช้ต่อตามที่ทางสายงานธุรกิจต้องการ
ออกแบบ ปรับปรุง และพัฒนาแบบจำลอง (Model) ที ใช้ในการวิเคราะห์เชิงลึก (Analytics Models)
จัดทำ Data visualization reports หรือ dashboard เพื่อนำเสนอข้อมูล ในรูปแบบที่เข้าใจง่าย ผ่านเครื่องมือที่เหมาะสม เช่น BI tools ,PPT เป็นต้น
นำเสนอผลการวิเคราะห์เชิงลึกแก่สายงานธุรกิจเพื่อใช้ในการระบุโอกาสใหม่ทางธุรกิจและพัฒนาประสิทธิภาพในการดำเนินงาน
Maintain and turning การใช้งานแบบจำลองที่ใช้งานอยู่ให้มีประสิทธิภาพเพิ่มขึ้น ตามรอบระยะเวลาที่กำหนด
คุณสมบัติอื่นๆ ที่เกี่ยวข้อง:
มีความสามารถในการเขียนโปรแกรมด้วยภาษาคอมพิวเตอร์เช่น SQL และ Python หรือ R
มีความสามารถในการวิเคราะห์ความต้องการของข้อมูลทางธุรกิจ ประชากร หรือเชิงพฤติกรรม เพื่อใช้ในการวิเคราะห์และออกแบบโมเดลเชิงลึกตามโจทย์ทางธุรกิจได้
มีความรู้หรือประสบการณ์ด้านการพัฒนา Machine Learning models หรือ งานที่เกี่ยวข้องกับ Data Science หรือ Data Analytics
มีความรู้ทางคณิตศาสตร์และสถิติในการพัฒนาและปรับปรุงแบบจําลอง(Model)
รักความท้าทาย และพร้อมใฝ่ หาความรู้อย่างไม่มีที่สิ้นสุด
สามารถปฏิบัติงาน/เดินทางต่างจังหวัดได้
สามารถปฏิบัติงาน/เดินทางต่างประเทศได้
สถานที่ปฏิบัติงาน: สำนักงานใหญ่ (วิภาวดี)"
101,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Accenture Thailand & Bangrak,22h ago," & SQL, Databricks, Data Warehouse, Apache Spark & Data integration, transformation, migration & Competitive Salary and Benefits","Career LevelEntry LevelQualificationMasterYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.scb.co.thJob FunctionsBanking / Finance, Financial Services, Information Technology (IT), DBA, IT Project Management / Team Lead &&& IndustryFinancial Services","Job Summary
Channel Business Analytics is responsible for a wide range of data analytics to support the channel optimization and new business initiatives such as digital migration, network coverage, customer behavior, new branch model, and so on. This can be done through using business intelligence tool or building data model that meets business needs. Also, the team develops and maintains the reports and dashboards that are related to channel optimization area for key stakeholders under Integrated Channels. The team collects all required data from various data sources both internal and external and stores them structurally in central repository where related parties can easily access.
Job Description
Monitor digital migration trend and analyze key transaction migration opportunities to lower cost-to-serve
Develop data models to optimize network coverage (closure, re-location, expansion with right branch format) based on business strategy
Analyze the post implementation impact of projects in Integrated Channels (such as branch closure, new branch model, etc.)
Analyze customer behavior insights to understand their needs and find rooms for improving satisfaction
Build and maintain reports and dashboards that supports strategies both sales and service perspectives
Support Channel Performance Analytics team on providing key inputs for sales performance analysis (such as KPI related data)
Collect and transform key data from various sources from both internal & external systems and store them as a single source of truth
Support ad-hoc data request or analysis from internal teams within Integrated Channels
Qualifications:
Bachelor’s Degree or higher in Computer Sciences, Mathematics, Engineer, Statistics, or equivalent work experience
Minimum 2-3 years of data analytics (preferably in Banking Industry)
Advanced Excel skills with experience in using Power BI to create reports and dashboards
Ability to query the bank's data lake with complex SQL queries, and use Python to manipulate or analyze data
Good analytical abilities with sense of statistics and business application
Good presentation, communication, and interpersonal skills"
102,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist (Officer-Senior Officer)  Credit Risk Modle - True Money," & Ascend Group Co., Ltd. & Bangkok",1d ago, & Hybrid Working & Flexible Hours & Good Location,"Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.iprospect.com/en/th/Job FunctionsMedia & Advertising, Strategic Planning, Others, Marketing / Public Relations, Digital Marketing &&& IndustryAdvertising/Public Relations/Marketing ServicesBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Job Description
We are looking for people to be leaders. in planning and managing the team which consists of a data scientist, data engineer, data analyst and project manager to be able to offer suitable solutions to customers.
Responsibilities:
Manage data management services team working directly with key stakeholders, business users and implementation plan and provide data-driven solutions.
Develop data & business analytics roadmap and responsive approach to manage data analytics and enable better decision making whilst enabling a continuous focus on driving efficiencies and continuous improvement.
Help client to design solution through data science, AI, and business analytics,
Build a team of specialists and support a client with data-driven, continuous improvement, and commitment to deliver.
Initiate and deliver the data and analytics programmer priorities, ensuring they have a clear strategy and path to reach defined outcomes.
Develop and manage the data and analytic platforms, e.g. DMP, CDP, Google Analytic Platform, Data pipeline, Data Service Catalog, BI and Tools.
Manage the project associated operational processes, including initial setup of the team, defining data architect and putting in place the required governance.
Requirements:
Bachelor's degree or higher in Computer Science, Computer Engineering, Technology Management  or related field is preferable
Minimum at least 5-7 years of working experience in data, business analytics
Skilled in Statistical Management Tools and Python.
Good knowledge of SQL and relational database models.
Good understanding of data modeling
Experience in NoSQL databases.
Good communication in English"
103,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist & AI Lead / Data Scientist, & VISAI AI Company Limited & Jatuchak,1d ago, & Strong data science knowledge and experience & Data problem formulation & Coaching and teaching skills,"QualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.cjdfintech.com/Job FunctionsInformation Technology (IT), Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Job Summary
Our Data Analytst needs to work on a wide scope of data related with retail, finance and technology areas for analysis,  visualization, reporting and automated modeling.
Responsibilities
Data Analysis
Understand existing data source deeply and clearly
Gain good business knowledge of relationships between data flow and operation flow
Explore and analyse data to understand customer profiles, behaviours, preferences
Visuallise analysis results to present and share findings with team members
Generate customer insights and provide basic business actions based on customer insights
Assess business opportunities with data analysis
Be able to find good external data sources for enrich our knowledge of customres or business
Data Modeling
Structure business problems and design modeling solution
Develop quantative models for estimation or prediction using automated machine learning solution
Build segmentations for customer understanding, strategy plan or implementation
Validate model and improve modeling performance by iteration
Data Reporting
Create data report or performance report internally
Build dashboard for easier and better data results communication
Present data outputs to other teams
Qualification:
Essential skills: 
Fresh graduates or 0-3 years working experiences
Major in mathematics, statistics, computer science, engineering or any other related majors
Good programming and basic database knowledge is required
Strong in observation, verbal and visual communication skills  
Proficient in English
Essential attributes:
Detailed and patient
Start-up working spirit 
Number-dirven but open-mined
           Please note that we will get in touch with shortlisted candidates only."
104,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,DATA SCIENTIST, & Vinarco Services (Thailand) Limited & Klongtoey,2d ago," & Data sources and data gathering techniques & SQL, Python, R, Matlab, PowerBI, Spotfire & Machine learning, cloud computing and big data","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypePermanentCompany Websitehttp://www.ais.co.thJob FunctionsMarketing / Public Relations, Market Research, Digital Marketing, Information Technology (IT), Data Scientist &&& IndustryTelecommunicationBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week","Data Owner (Product and Analytics) will be present the data business to customer and gathering requirement from success customer to implement actionable insight product for business. The Data Owner will have a critical role working with our stakeholders to capture requirements from the business on insights needed to make decisions and roadmap. Your experience as a Product Owner means translating these requirements in user stories for the Data Engineers, BI Developers , Business and Insight Analysts. The Data Owner need to understand the information in vast amounts of data from various sources, for generating and analyzing through data science processes such as machine learning, data mining, optimization, etc. to drive new perspectives, services and new data business strategies for our company
Develop a deep understanding of business problems for gathering/analyzing/designing the data to solve the problems needs of stakeholders from end-to-end process
Analyze large amounts of information to discover trends and patterns
Excellent in written and verbal communication skills for coordinating across teams.
Can lead the analytics group in management of projects and experiment designing, implementing innovative Predictive Models, implementing innovative analytic solutions, or driving outstanding results
Experience using data analytic and business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)
Work in close collaboration with the Product Manager to execute on our long term roadmap
Maintain the user stories in a prioritized backlog and effectively divide overall project goals into prioritized deliverables for sequential and focused progress
Develop user experience designs in the form of wireframes and mock-ups for stakeholder validation and execution by the team
Work collaboratively with a delivery team of Data Engineers, BI developers and Insight Analysts to design and deliver products that provide the insights our stakeholders require to make strategic and tactical business decisions
Be accountable for the end-to-end delivery of your product
Collaborate with the Enablement Specialist on product launch communication, training and enablement and ongoing product adoption tactics.
Provide ongoing support to stakeholders and end users of our data products
Monitor ongoing use of data products to help the Product Manager make invest/divest decisions
 Qualification
At least 3 years in Product Owner and Business Intelligence/Data Analytic in an Agile (Scrum) environment with diverse stakeholders, problem soving skill, time management.
Proficiency in statistical analysis, quantitative analytic, forecasting/predictive analytic, experimental design and optimization algorithms.
Experience in data visualization tools.
Knowledge/experience in machine learning.
Self-starter with a growth mindset
Domain knowledge of mobile, network and telecommunication technology and services would be advantageous."
105,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist & Data Engineer, & JAC Recruitment Thailand & Klongtoey,1d ago," & SQL query & Data model for Power BI & Salary : 50,000 THB","Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull Time, PermanentCompany Websitehttps://www.pasona.co.thJob FunctionsEngineering, Others, Information Technology (IT), Application Specialist - Software, Programming / Software Development &&& IndustryHuman Resources Management/ConsultancyBenefits & OthersMedical insurance, Work from home, Five-day work week","Salary: THB 30,000-50,000
Working: Mon-Fri 10.00-18.00 (Go to office 3 days and WFH 2 days)
Location: CDC Tower

Requirements
- Work experience at least 1 years on Backend or Full stack.
- Must use Node.js or Python/ Django framework with RESTFUL API.
- Able to communicate in English.
Prefer if have:
o Docker
o Social Network API
o Agile Manifesto, Scrum Methodology.
- Experienced in MongoDB.

JD
- Work in an Agile team to design, develop and maintain web applications
- Work as a Backend or Full Stack Developer.
- Able to write the unit test.
- Support production issues and requests as needed"
106,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (Junior/Senior), & MFEC Public Company Limited & Jatuchak,23h ago, & Data Pipeline Framework & Knowledge in Data structure and Data warehouse & Competitive salary with high benefits,"Job TypeFull TimeCompany Websitehttps://altotech.net/Job FunctionsEngineering, Electrical / Electronics, Information Technology (IT), Programming / Software Development &&& IndustryInformation TechnologyBenefits & OthersEducation allowance, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Work from home, Five-day work week, Flexible working hours","Responsibilities and duties
Be a great team player, experienced in working with agile teams.
Code and develop web device connectivity interface with IoT and smart devices such as solar inverter, battery, air conditioning systems, light switch, sensors, and other types of IoT devices etc.
Continually keep yourself and your design team updated with the latest changes in trend and technology.
Qualifications and skills
Strong willingness to learn new technologies especially in the area of smart building, smart hotel, smart city and the internet of things
Quick decisions and lots of autonomy
Strong analytical and problem-solving skills
Self starter, desire to thrive in a fast-paced startup environment
Experience in Python 3.x and C Programming language**
Experience with IoT protocols, e.g., HTTP/HTTPS, Modbus, BACnet, Zigbee, Z-Wave, BLE, OCPP, MQTT, ZeroMQ, RabbitMQ, Kafka etc."
