,link,title,company,area,post_time,applicants,level,employment_type,function,industries,detail
34,https://th.linkedin.com/jobs/view/risk-model-and-analytics-aec-at-kasikornbank-3316431138?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=w9LgBZKikvGLB%2FXWvUCOGg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,Risk Model and Analytics (AEC),KASIKORNBANK,"Bangkok, Bangkok City, Thailand",1 week ago,26 applicants,Mid-Senior level,Full-time,"Finance, Accounting/Auditing, and Analyst","Capital Markets, Banking, and Financial Services","(All positions: Entry-VP level)Job DescriptionsAnalyze and formulate business problems into practical analytics solutionsManage to have all necessary data available timelyDesign model validation and model maintenance based on Analytics Modeling Process FrameworkDevelop analytics models and solutions by using predictive analytics, statistics, optimization, machine learning, optimal sampling, experimental design and/or other techniquesResearch on new cutting-edge technology & techniques in Deep Machine Learning, Artificial Intelligence, Re-inforcement Learning or related technical fieldsWork closely with business teams and IT solution architecture team to ensure delivering practical analytics solutions on timeDeliver clear and actionable recommendations to all stakeholderQualificationsBachelor degree or above in quantitative fields such as Data Science/Analytics, AI, Engineering, Operations Research, Computer Science/Engineering, Statistics, Mathematics, or related fields.Experienced in Analytics Model coding using Python / R / SQL / Scala / Java / C# / C++Sound Knowledge in Data Science and Analytics models (Machine Learning, Statistics, Optimization, etc.)Demonstrate a keen interest in working with big data platformPositive attitude and Team-working mindsetUnderstanding in banking/financial business would be advantageBoth experienced and new graduate candidate will be considered"
35,https://th.linkedin.com/jobs/view/senior-data-scientist-at-western-digital-3300567961?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=Y21EFwbZtlu2VdZwXMCumQ%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Data Scientist,Western Digital,"Ayutthaya, Phra Nakhon Si Ayutthaya, Thailand",3 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,Engineering,"Computer Hardware Manufacturing, Semiconductor Manufacturing, and Computers and Electronics Manufacturing","Company DescriptionAt Western Digital, our vision is to power global innovation and push the boundaries of technology to make what you thought was once impossible, possible.At our core, Western Digital is a company of problem solvers. People achieve extraordinary things given the right technology. For decades, we’ve been doing just that. Our technology helped people put a man on the moon.We are a key partner to some of the largest and highest growth organizations in the world. From energizing the most competitive gaming platforms, to enabling systems to make cities safer and cars smarter and more connected, to powering the data centers behind many of the world’s biggest companies and public cloud, Western Digital is fueling a brighter, smarter future.Binge-watch any shows, use social media or shop online lately? You’ll find Western Digital supporting the storage infrastructure behind many of these platforms. And, that flash memory card that captures and preserves your most precious moments? That’s us, too.We offer an expansive portfolio of technologies, storage devices and platforms for business and consumers alike. Our data-centric solutions are comprised of the Western Digital®, G-Technology™, SanDisk® and WD® brands.Today’s exceptional challenges require your unique skills. It’s You & Western Digital. Together, we’re the next BIG thing in data.Job DescriptionGlobal Operations Strategy Organization is to discover the future, set strategies, and help define new standards of excellence to enable WD Global Operations to deliver sustainable competitive advantage. Digital Innovation being one of the pillars of the vision is to drive innovation and game-changer strategy, process, practice, and methodology to accelerate the Global Operations growth and excellence. Digital Innovation Office is seeking a Scientist 4 in the Data ScienceQualificationsWork with a team of high-performing analytics, data science professionals, and cross-functional teams to identify business opportunities, optimize business performance and/or improve KPIsAnalyze large-scale structured and unstructured data; develop deep-dive analysis and machine learning / AI models to drive business value and improve KPIsDesign and develop core business metrics, create insightful automated dashboards and data visualization to track them and extract useful business insightsDesign and analyze experiments to test new ideas. Convert the results into actionable recommendations. Independently craft compelling stories; make logical recommendations; drive informed actionsEngage with technology partners to build, prototype and validate scalable tools/applications end to end (backend, frontend, data) for converting data to insightsInitiate and drive projects to completion independentlyAct as a thought partner to senior leaders to prioritize/scope projects, provide recommendations and evangelize data-driven business decisions in support of strategic goalsPartner with cross-functional teams to initiate, lead or contribute to large-scale/complex strategic projects and initiativesProvide technical guidance and mentorship to junior team members on solution designDevelop and code, software programs, algorithms, typically on very large datasets, from multiple sources, including IoT devices/sensorsAssists in the design of user interface and business application prototypesInterprets actionable insights from large data and metadata sources and communicates the findings to product, service, and business leaders for product improvementAdditional InformationPh.D. or Master's Degree in related fields and research projects related to Analytics/Data Science with relevant industry or academia experience.At least 8 years of experience with SQL, Relational databases, Big Data platforms, AWS etc.Background in at least one programming language (eg. R, Python, Java, Scala/Spark)Experience in applied statistics and statistical modeling. Practical experience in the application of ML and AI algorithms.Experience with Hadoop or other MapReduce paradigms, and associated languages such as Hive, Presto, etc.Experience with manipulating massive-scale structured and unstructured data.Experience in solution architecture and its technology stacks and components. Familiarity with common data modeling approaches and good understanding of how to deal with various datatypes, larger data sets and parallel computing problems.Experience leading projects that span the fields of data science and data engineering using cluster computing environments such as Spark, Hadoop, cloud, and othersPreferredAgile Certified is an added advantagePassion to teach others about data science and continue to learn new techniques. Monitor the market for emerging technologies for adoption and work on proof of concepts then scale for full deployment.SkillsExcellent written and verbal English-language communication and presentation skillsAnalytical mind and business acumen. Application understanding of machine-learning and operations researchExcellent communications and presentation skills, with the ability to synthesize, simplify and explain complex problems to different types of audiences, including executives. A great team player.Solid understanding and hands-on experience with Machine Learning/AI, Robotics, Cognitive computing, optimization, etcResults-oriented, with growth and imaginative mindset and strong dedication and passion to identify and implement improvement opportunities. Strong drive for results.Proven track record to perform in an environment characterized by volatility, uncertainty, complexity, and ambiguity (VUCA)Ability to execute requests with strong attention to detail and strong time-management skillsProficiency in Agile Project Management."
36,https://th.linkedin.com/jobs/view/manager-data-science-advanced-analytics-at-pandora-3248069263?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=L7mlT378iOde9YciXqF9Pw%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,"Manager, Data Science, Advanced Analytics",Pandora,"Bangkok, Bangkok City, Thailand",1 week ago,26 applicants,Not Applicable,Full-time,"Information Technology, Product Management, and Engineering",Retail Luxury Goods and Jewelry,"Ref. 9544 Do you know  what it takes to build competitive advantage through AI and advanced analytics? Do you have experience scaling data and analytics products and teams across the value chain? Do you want to be a part of a fast-moving, dynamic, and international team? And are you considered one of the best in your field? Then we have a job for you.Job Description:As a Manager within the Data Scientist team, you will work with a team of data scientists and ML Engineers on tackling both interesting and challenging problems using machine learning and optimization techniques. You will provide guidance and support to a team of experts who will ensure that our prescriptive models are using state-of-the-art techniques to support and/or automate data driven decision making processes. Further to that, you will participate in product team meetings working on developing analytical software solutions for various applications within the organization that drive development and innovation in the area of AI systems.Responsibilities; Provide guidance to Data Scientists and ML Engineering team members  Participate in Product team meetings and be the sound voice for AI opportunities  Partner with our stakeholders to identify valuable insights and in depth understand business cases via data mangling and advanced statistical analysis.  Tackle business challenges using predictive modelling, forecasting and optimization techniques to provide actionable recommendations.  In selective cases work on end-to-end analytical products, from exploration and prototyping to testing and productionizing.  Participate in Scrum team and work in an agile manner applying principles from DevOps Qualifications; Ph.D. or a M.Sc. degree in computer science, physics, mathematics, operations research or related field or an equally strong analytical background,  More than 5 years of experience in programming using Python, R, SQL, or Matlab. PySpark is a plus,  4+ years industry experience in particular within big data application scenarios,  Worked with statistics, machine learning, forecasting, MIP numerical techniques, time series analysis, and scientific computing,  Working knowledge of Git, DevOps, Databricks, Docker, Kubernetes, Airflow,  Experience with neural networks, deep learning, and reinforcement learning; but not required,  Strong strategic and economics skills; you have the ability to manage large sets of qualitative and quantitative data and present finding in a simple and actionable manner,  Result-driven and action-oriented individual. Focus on executing, getting things done and delivering on targets,  Fluent proficiency in both written and oral English  Something about you: How would you rate yourself on the 4 C’s? We believe that communication, collaboration, critical thinking and creativity are key competences that will help anyone regardless of job function, title or skillset, in becoming a success.If you can see yourself working in a fast-paced entrepreneurial environment with many stakeholders, where your communication and interpersonal skills are needed and your ability to collaborate and innovate as a team is essential, we would love to hear from you.    Your new team: Say hello to the Advanced Analytics team in the Data & Analytics Center of Excellence at Pandora – the world’s largest jewellery brand. As part of the 80+ colleagues in the wider CoE, we are a dedicated group of data-driven professionals who support business units across the full value chain with actionable insights and predictive analytics.We have a data lake, a unified analytics platform and solid communication skills that help us translate data into business value. Your new team consists of a diverse and happy group of analysts, scientists, engineers and product people with a clear mission: We are here to deliver data-driven experiences in all consumer journey touchpoints, develop actionable insights to inform business decisions across supply chain, product, marketing, commerce, finance, HR and more - and have fun while doing it."
37,https://th.linkedin.com/jobs/view/data-engineer-ai-team-at-true-corporation-3319097865?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=VDoO3hxFaKygAA%2F3vHFrXQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,Data Engineer (AI Team),True Corporation,"Bangkok City, Thailand",1 week ago,Be among the first 25 applicants,Mid-Senior level,Full-time,"Engineering, Information Technology, and Project Management","IT Services and IT Consulting, Research Services, and Retail","Key ResponsibilitiesSoftware development for AI software and webservicesData Engineering including data collection, data integration, data pipelining, data warehousing Work with CP AI Team in China on various AI and Data projects.Assist Head of AI and other senior team leader on building advanced AI cultureQualification and ExperienceThai Nationality Bachelor Degree in Computer Science or equivalent, Master Degree or higher preferredAt least 2 years experience in AI and Data Science product developmentSkill and KnowledgeFamiliar with PHP/Java/Python/Nodejs, or two of them;Familiar with all kinds of crawling technologies;Have experience in designing the crawling platform;Familiar with HTTP Protocols and network packet analysis;Technical background in data mining, machine learning, etc.Deep understanding of implementing web services and microservices;Experience implementing AI web services, software or pipeline;Proficiency in the open-source framework of various languages, and a good understanding of its core ideas, implementation principles;Familiar with the principle database software (MySQL/MongoDB/Oracle), have some experience in database optimization;Familiar with mechanisms and implementations in distributed computing, caching, messaging, search engine, load balancing, etc.Familiar with common commands under Linux;Clear thinking, good thinking, ability to analyze and solve problems independently;Proficient in reading, writing and communicating in English; Knowing Chinese a plusA team player;"
38,https://th.linkedin.com/jobs/view/bi-analyst-at-mitr-phol-group-3320121732?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=q8ETvd9uNiWX7hhojurJow%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card,BI Analyst,Mitr Phol Group,"Bangkok, Bangkok City, Thailand",3 weeks ago,Be among the first 25 applicants,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Food and Beverage Manufacturing,"Scope of Work:Create and design the insightful dashboards/ visualizations both automated and static for business to utilizeActively learn functional & technical aspects of BI product suite.Participate in end-to-end life cycle of BI implementations - Analyze/ Design/ Build/Test/Deploy.Utilize BI expertise, business knowledge and technical skills to successfully deliver BI initiatives.Managing data quality and query performance.Work with business owners to identify information needs and develop reporting; primary partners include the management team, finance & accounting, marketing, human resources, merchandising and operations.Qualifications and Experience:Bachelor, or master degree in Data Science, Engineering, Statistics, Mathematics, Minimum 2 years of related experience on data analytic, data science, machine learning, etc.Familiar with famous BI tools in the market, Power BI (compulsory), Tableau, etc.Research or equivalent with at least 1 years of work experience.Ability to translate complex problems clearly in non-technical terms.Ability to explain and document processes or choices as needed.Problem-solving skill with confident in decision making."
39,https://th.linkedin.com/jobs/view/%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%B4%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%B0%E0%B8%AB%E0%B9%8C%E0%B9%81%E0%B8%9A%E0%B8%9A%E0%B8%88%E0%B8%B3%E0%B8%A5%E0%B8%AD%E0%B8%87-model-development-analysis-and-validation-at-ktb-krung-thai-bank-3324476155?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=SwfJcxWk5SKblOT2NOHu%2FQ%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,"งานวิเคราะห์แบบจำลอง (Model Development, Analysis and Validation)",KTB - Krung Thai Bank,"Bangkok City, Thailand",3 days ago,Be among the first 25 applicants,Entry level,Full-time,Analyst,Banking,"งานวิเคราะห์แบบจำลอง (Model Development, Analysis and Validation)หน้าที่ความรับผิดชอบพัฒนา ทดสอบ และติดตามประสิทธิภาพแบบจำลองการบริหารความเสี่ยงด้านสินเชื่อต่างๆ (Risk Model) เพื่อใช้เป็นเครื่องมือลดความ สูญเสียในการพิจารณาสินเชื่อ ได้แก่ Credit Rating, EWS, QCA, LQCA, Credit Scoring (A-score, B-score, MCM Score), RAROC & Risk-based Pricing,ประเมินค่าความสูญเสียที่เกิดจากการให้สินเชื่อ (Expected Credit Loss Model) รวมทั้งศึกษาปัญหาและปัจจัยต่างๆ ที่ก่อให้เกิดความสูญเสียจากการให้สินเชื่อติดตามและทดสอบความเหมาะสมของปัจจัยต่างๆ และแบบจำลอง เพื่อปรับแบบจำลอง/เครื่องมือที่ใช้ในการพิจารณาสินเชื่อให้มีประสิทธิภาพอย่างต่อเนื่องศึกษา Risk & Return ในมิติต่างๆ เพื่อใช้ประกอบการให้ความเห็นในการออกผลิตภัณฑ์สินเชื่อ รวมถึงการดำเนินการนำระบบออกใช้ และติดตามการใช้ร่วมกับหน่วยงาน IT ของธนาคาร จัดสรร และบริหารข้อมูลความเสี่ยงด้านสินเชื่อให้มีประสิทธิภาพเพื่อใช้เป็นแนวทางการพัฒนาเครื่องมือการพิจารณาสินเชื่อประสานงานกับหน่วยงานที่เกี่ยวข้อง เพื่อวางกลยุทธ์ในการจัดทำ และการนำ Credit Model ไปใช้งานให้มีประสิทธิภาพสูงสุดคุณสมบัติและประสบการณ์ที่จำเป็นมีประสบการณ์ในการพัฒนา credit risk models, risk pricing models การวิเคราะห์ข้อมูล และการเขียน computer programmingมีความรู้ที่จำเป็นต่อ model development และ maintenance ได้แก่ ความรู้เกี่ยวกับการพัฒนาแบบจำลองและสถิติ (Modelling, Statistics) การวิเคราะห์ข้อมูลขนาดใหญ่ (Data Analytics, Big Data) และ computer programming (e.g. Data Science) และมีความรู้อย่างน้อยอย่างใดอย่างหนึ่ง ต่อไปนี้ เช่น แบบจำลองความเสี่ยงด้านสินเชื่อ (Credit Risk Modelling, IFRS9, Basel, Credit Rating, Credit Pricing Model) การวิเคราะห์ข้อมูลด้านความเสี่ยงสินเชื่อ (Credit Risk Analysis) ความรู้ทางด้านเศรษฐศาสตร์การเงินและเศรษฐกิจมหภาค และการจัดการข้อมูล (MIS, Data Engineering)มีวุฒิการศึกษาระดับปริญญาโทขึ้นไป ด้าน Statistics, Econometrics, Data Science, Data Analytics, Computer Science, Computer Engineering, Operational Research, Risk Analytics/Modelling, Mathematical Finance, Financial Engineering, Economics, MIS หรือสาขาที่เกี่ยวข้องทักษะความสามารถพิเศษอื่น ๆ มีทักษะทางสถิติ สามารถสร้างแบบจำลองและวิเคราะห์ข้อมูลได้เอง มีความคิดวิเคราะห์และสร้างสรรเพื่อปรับปรุงพัฒนาแบบจำลองให้ดีขึ้นมีทักษะภาษาอังกฤษในระดับดีหรือดีมากมีทักษะการทำงานเป็นทีมและทักษะการสื่อสาร รวมถึงการนำเสนอผลงานที่ดีมีความรู้ความเข้าใจในระเบียบมาตรฐานการจัดทำแบบจำลองด้านสินเชื่อและการบริหารพอร์ตสินเชื่อมีความสามารถในการเรียนรู้เทคนิคใหม่ๆ ในการพัฒนาแบบจำลองและการวิเคราะห์เชิงสถิติได้ด้วยตนเองมีทักษะทางคอมพิวเตอร์ สามารถใช้คอมพิวเตอร์ได้เป็นอย่างดี เช่น โปรแกรม SAS, SQL, Machine Learning, Deep Learning, MS เชิงลึก และ Python เป็นต้น และสามารถสร้างและบริหารจัดการฐานข้อมูลได้อย่างมีประสิทธิภาพ"
40,https://th.linkedin.com/jobs/view/data-engineer-at-ascendeum-3311854927?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=j1gZUj%2BE03nYNDCWTZeiEQ%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,Data Engineer,Ascendeum,Thailand,1 week ago,Be among the first 25 applicants,Entry level,Full-time,Information Technology,Information Services,"We at Ascendeum provide Data and AdTech strategy consultation to leading internet websites and apps. Since 2015, our team of consultants and engineers have been consistently delivering intelligent solutions that enable enterprise-level websites and apps to maximize their digital advertising returns.The RoleYou will be responsible for : Understand long-term and short-term business requirements to precision match it with the capabilities of different distributed storage and computing technologies from the plethora of options available in the ecosystem. Create complex data processing pipelines Design scalable implementations of the models developed by our Data Scientist. Deploy data pipelines in production systems based on CICD practices Create and maintain clear documentation on data models/schemas as well as transformation/validation rules Troubleshoot and remediate data quality issues raised by pipeline alerts or downstream consumers Ideal Profile1-3 years of overall industry experience in building and deploying large scale data processing pipelines in a production environment. Experience building data pipelines and data-centric applications using distributed storage platforms such as HDFS, S3, NoSql databases (Hbase, Cassandra, etc) and distributed processing platforms such as Hadoop, Spark, Hive, Oozie, Airflow, etc. Hands-on experience with MapR, Cloudera, Hortonworks, and/or Cloud (AWS EMR, Azure HDInsights, Qubole, etc) based Hadoop distributions Practical experience working with well-known data engineering tools and platforms - Kafka, Spark, Hadoop Solid understanding of Data Modelling, ML and AI concepts Proficient in programming language: Python Education: B.E, BTech, MTech, MS What's on Offer?Opportunity to make a positive impactFlexible working optionsAttractive salary & benefits"
41,https://th.linkedin.com/jobs/view/technology-strategy-advisory-at-accenture-southeast-asia-3055683444?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=u80QUQaPfA1OZo7NT9AO3Q%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,"Technology, Strategy, & Advisory",Accenture Southeast Asia,"Bangkok, Bangkok City, Thailand",5 days ago,102 applicants,Mid-Senior level,Full-time,Strategy/Planning and Information Technology,IT Services and IT Consulting,"About AccentureAccenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centres. Our 506,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com.Job Description:Our Technology Strategy & Advisory practice delivers to the marketplace a wide variety of offerings, assets and expertise in the intersection between business and technology strategy. Our existing projects’ portfolio can be split into two blocks, depending on their mission;Those aimed at helping our clients repositioning their current IT landscapes for the Digital Era - therefore, helping the C-Suite (from CEOs and CIOs to CDOs, CTOs and COOs) to evolve their value proposition and operations to become more agile and flexible to respond to ever changing business requirementsOthers focused on advising our clients on the design of new technology blueprints to adapt their business models, whatever the final objective will be; growth, repositioning, etc. - helping the C-Suite (from CEOs, CDOs, CTOs) to turn new ideas into actionable business models when and where technology is at the forefrontOur professionals are experienced with bold, value-creating approaches to technology, bringing boardroom-relevant criteria to technology investments and helping high-performance businesses to “think bigger” about IT ability to improve operating resultsKey Required Skills in either:Digital Transformation & RoadmapIT Strategy (Governance, Operating Model, Enterprise Architecture)Intelligent Operating Model & InnovationBlockchain, Robotic Process AutomationArtificial Intelligence/Machine LearningCloud Transformation, Innovation & Advisory (AWS, Azure, etc)Network & Connectivity (5G, Internet of Things, Smart Features).You will also have opportunities to hone your functional skills and expertise in an area of specialization. We offer a variety of formal and informal training programs at every level to help you acquire and build specialized skills faster. Learning takes place both on the job and through formal training conducted online, in the classroom, or in collaboration with teammates. The sheer variety of work we do, and the experience it offers, provide an unbeatable platform from which to build a career.Accenture is an equal opportunities employer and welcomes applications from all sections of society and does not discriminate on grounds of race, religion or belief, ethnic or national origin, disability, age, citizenship, marital, domestic or civil partnership status, sexual orientation, gender identity, or any other basis as protected by applicable law."
42,https://th.linkedin.com/jobs/view/senior-data-scientist-at-criterion-asia-recruitment-3267341353?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=VvrTCcVxrAR%2BcCW%2BVZ3nJQ%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,Senior Data Scientist,Criterion Asia Recruitment,"Bangkok, Bangkok City, Thailand",1 month ago,31 applicants,Mid-Senior level,Full-time,"Engineering, Information Technology, and Analyst","Motor Vehicle Manufacturing, Computer and Network Security, and Real Estate","Job Responsibilities:Partner with business functions, regional, global team to build and deliver advanced and predictive analytics initiativesDesign and build the resilient data infrastructure using analytics tools and technologies such as Microsoft Power BI, Azure, Microsoft Reporting, and machine learning technologies for advance and predictive analytics to transform enterprise business processesProvide enablement services around predictive, diagnostic, and optimization analytics. Work with large, complex data sets. Solve difficult, non-routine analysis problems, applying advanced analytical methods as neededPerforms preliminary studies, general systems specifications, and detailed systems specificationsEnsures business requirements are met, and service quality maintained when introducing new products. Considers the cost effectiveness of proposed solutionQualification:Bachelor or Master’s degree in engineering, Computer Science, Mathematics, or related fieldsMinimum 3 years of experience in Analytics Tools and Platforms, expertise in technologies such as Microsoft Power BI, Microsoft Azure and Microsoft Reporting technologies.Experience in Predictive and Machine Learning technologies and coding skills in Javascript, R or Python offer a distinct advantage.Excellent in excel, macro, SQL, and NoSQL databaseGood understanding of Cloud technologies (Azure, AWS, Google Cloud)Understanding of various software development methodologies (e.g. agile, waterfall, design thinking)Good understanding of system engineering, information risk and security guidelines, and architecture standardsProven track record of delivering IS/IT projects/programs in a fast-paced, dynamic environment with excellent understanding of business needs and interdependenciesEffective communication skills at all levels of business and technical professionals both Thai and English"
43,https://th.linkedin.com/jobs/view/robotics-sensor-subject-matter-expert-new-consumer-health-company-at-johnson-johnson-3330713745?refId=7ox7VheMuUVQtT%2FgON60Dw%3D%3D&trackingId=btJE5edm4rhI7Mxp%2B7REMA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,"Robotics & Sensor, Subject Matter Expert (New Consumer Health Company)",Johnson & Johnson,"Bangkok, Bangkok City, Thailand",2 hours ago,Be among the first 25 applicants,Not Applicable,Full-time,Engineering and Information Technology,"Medical Equipment Manufacturing, Hospitals and Health Care, and Pharmaceutical Manufacturing","Johnson & Johnson is currently recruiting a Robotics & Sensor Subject Matter Expert (SME). This position may be located in Zug, Switzerland; Pomezia, Italy; Singapore, Thailand, Lititz, PA; Fort Washington, PA; or Sao Jose dos Campos, Brazil.Caring for the world, one person at a time has inspired and united the people of Johnson & Johnson for over 125 years. We embrace research and science -- bringing innovative ideas, products and medical devices markets. Employees of the Johnson & Johnson Family of Companies work with partners in health care to touch the lives of over a billion people every day, throughout the world.    With $82.1 billion in 2020 sales, Johnson & Johnson is the world's most comprehensive and broadly based manufacturer of health care products, as well as a provider of related services, for the consumer, pharmaceutical, and, Johnson & Johnson has the career opportunities to help make it happen. Thriving on a diverse company culture, celebrating the uniqueness of our employees and committed to inclusion. Proud to be an equal opportunity employer. Johnson & Johnson is the world's most comprehensive and broadly-based healthcare Company, touching the lives of nearly a billion people every day.  Our Family of Companies throughout the world compete in consumer, pharmaceutical and medical devices & diagnostics markets and have the skills and resources to tackle the world's most pressing health issues.    Johnson & Johnson announced plans to separate our Consumer Health business to create a new publicly traded company. The process of the planned separation is anticipated to be completed within 24 months, and it will be subject to legal requirements including consultation with works councils and other employee representative bodies, as required, and other customary conditions and approvals.      It is anticipated that, following conclusion of the transaction, this position may be conveyed with New Consumer Health. In that case, details of any planned changes would be provided to the successful candidate by New Consumer Health at an appropriate time and would be subject to any necessary consultation processes. Position DescriptionMAKE Automation, Sciences & Technology (MAKE AS&T) is the Global MAKE functional pillar of the J&J Consumer Health Global Value Chain (GVC) Organization. It is the technical and operational excellence backbone of the Consumer Health Supply Chain providing Technical Ownership and Executional Excellence, maximizing the synergy of product, process and equipment.We are recruiting for a Subject Matter Expert (SME) on Robotics & Sensor Technologies supporting the internal and external manufacturing network of Global Consumer Health. The SME is part of the Packaging & Molds Engineering Platform in the Technology Strategy & Innovation team. The role is responsible for scouting, testing and scaling new & evolving technologies to maximize business and customer benefits. He/she will recommend and adopt digital capabilities, new sensor technologies combined with high-tech robotic solutions incl. augmented and virtual skills, additive manufacturing capabilities, advanced process control modeling and machine learning.Core Responsibilities Includescouting, testing and scaling new & evolving technologies following robust stage gate processes incl.: intake of customer & business needs to define innovation focus scout, screen and validate globally potential fit-for-purpose technical solutions with key solution providers lead the testing of “proof of concepts & MVP (Minimum Viable Products)”, business case development and initial deployment of new technical solutions in collaboration with regional technical teams support the scaling in the Regions, once viability and value of the innovative solution has been confirmed collaborate with Enterprise Experts from Technical Organization, R&D and Quality to align on new solutions in combination with product developments and applying Design for Manufacturability guidelines engage in internal and external benchmarking and identify opportunities for continuous improvement and innovation build networks and partnerships with OEMs, Universities, Institutes, Consultants, etc. in the relevant industries leverage internal and external expertise and apply principles of Knowledge Management to drive new and innovative solutions in engineering support, project delivery and/or the technical field be responsible for the development, administration, updating, training and application of technical platforms, standards, guidelines and best practices for Equipment Engineering activities be the preferred “to-go-to” expert for complex issue resolutions in the field of Robotic, Sensor Technologies and 3D printing applications lead & participate in Community of Practices in own area(s) of expertise(s) build necessary technical capabilities for the future across our plant network QualificationsRequired Competencies:Bachelor’s Degree with a minimum of 8-10 years of experience in Robotics. Highly developed expertise in one or more core areas, such as digital applications (IIoT), Industrial Robotic applications, Sensor Technologies. An overall knowledge of all related 3D Printing and additive Manufacturing Principles including part designing. High level of independency. Project Management skills, remote management / cross functional management skills beyond boarders and functions to deliver a functional, integrated solutions. End to End Thinking and Integrated Problem solving: Driving end-to-end Supply Chain thinking to maximize innovations. Business Acumen: understanding of the business context in which the organization operates incl. Business External collaboration: building and cultivating relationships internally, cross-functionally and externally. Collaborating openly across boundaries and acting as a team player. Communicating in a compelling way. Ability to work with complexity and ambiguity. Learning agility and continuous development: Learning from experiences and failures and adapting to new situations. Being self-aware, developing self and others’ continuous learning and implementing new skills. Adaptability and Agility: ability to adjust thinking and behavior to changing situations – internal / external and inter-related aspects. Requires emotional intelligence and resilience to drive and adapt to changes. Preferred CompetenciesUnderstanding of financial processes such as P&L calculation. Exposure to a global environment in previous roles and engagements in supply chain processes are preferred. Green Belt Certification, Black Belt or Master Black Belt Certification. Strong Customer servicing mindset with relevant expertise from previous engagements. Primary LocationSwitzerland-Zug-Zug-Other LocationsLatin America-Brazil-São Paulo-São José dos Campos, Asia Pacific-Thailand, North America-United States-Pennsylvania-Fort Washington, Asia Pacific-Singapore, Europe/Middle East/Africa-Italy-Lazio-Pomezia, United States-Pennsylvania-LititzOrganizationJNTL Consumer Health I (Switzerland) GmbH (8523)Job FunctionEngineeringRequisition ID2206082557W"
