,link,title,premise,post_time,highlight,information,detail
10,th.jobsdb.com/th/jobs/in-wattana/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Java Programmers, & Omniscien Technologies & Wattana,5h ago, & Degree or higher in Computer Science/IT & Experience with Docker and Proxmox is a plus & Knowledge of database concepts,"Career LevelEntry LevelQualificationDegreeYears of Experience2 yearsJob TypeFull Time, PermanentJob FunctionsInformation Technology (IT), Application Specialist - Software, Programming / Software Development &&& IndustryInformation TechnologyBenefits & OthersFive-day work week","Asia Online trading as Omniscien Technologies / Bangkok-Thonglor
Asia Online is the research and development affiliate for Omniscien Technologies, building market leading artificial intelligence based language processing and machine translation technologies.
Due to significant growth, we currently have an exciting opportunity for a Java Programmer. This position offers a competitive salary based upon the chosen candidate’s experience, ability and achievement.   
We are a market leading artificial intelligence and language data processing technology company. We develop world-class neural machine translation and language processing technologies and services under the Language Studio™, Media Studio™ and Workflow Studio™ brands. Our customers are located throughout the world and include governments and some of the world’s leading companies. Our Bangkok office is the local affiliate of a multi-national company with a commercial presence in Thailand, Singapore, Europe and North America.      
We are a friendly, energetic and talented group of young people who enjoy working with each other, and our work is exciting and challenging.
Position Overview
As a Java Programmer, you will be involved in the creation of software by designing, coding and testing world-class technology for our machine learning, machine translation and language processing systems as well as our artificial intelligence systems.
Responsibilities
Develop Java applications and web user interfaces
Work with a team of developers to write code in Java for the workflow and tools around machine translation, artificial intelligence and machine learning systems
Create applications with a maintainable, secure and scalable code
Constantly improve the quality and security of the product
Learn new skills as needed
Write and execute unit and integration tests where appropriate
Analyse bugs and issues, debugging and bug resolution
Qualifications
Bachelor's Degree or higher in Computer Science/Information Technology or related field
Experience in software development
2+ years of coding experience
Good English communication skills
Experience with Docker and Proxmox is a plus
Knowledge of database concepts and implementation (e.g. MySQL)
Additional experience in JSP and Webservice, etc, would be helpful
Positive attitude and good teamwork
Good problem analysis and troubleshooting skills
Responsible and eager to learn new skills

Our Bangkok Office

Our office is located in Bangkok on Thonglor near J Avenue which is a fun area with many shops, restaurants, social venues and night life. We work in a modern office with a relaxed atmosphere and have our own staff coffee bar with free refreshments.

If you would like to join our team, please send a detailed resume, recent photograph, current and expected salary, and contact telephone number by Click "" Apply Now""
 
Asia Online Portals (Thailand) Limited
141 Major Tower Thonglor,11th Floor, Office 1
Soi Sukhumvit 63 (Ekamai), Sukhumvit Road
Klongton-Nua, Wattana, Bangkok 10110
Tel:  +66(2) 381 5869 , Fax: +66(2) 381 5872
Website: www.omniscien.com"
11,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,"Cloud Data Platform, Big Data, Datawarehouse, and BI Consultant"," & Inteltion Co., Ltd. & Bangkok",5h ago," & Skilled or interest in Big Data area & Exp in DataWarehouse, ETL and BI Tools & Azure, AWS, Tableau, Informatica, PowerBI, IBM","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, Permanent, ContractCompany Websitehttp://www.inteltion.comJob FunctionsInformation Technology (IT), Application Specialist - Software, IT Consulting, Others, Student / Fresh Graduate / No Experience &&& IndustryInformation TechnologyBenefits & OthersMedical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week, Flexible working hours","Responsibilities:
Performing Cloud Data Platform, Hadoop, ETL or BI application design activities
Responsible in development and testing of Cloud Data, Hadoop, ETL or BI program
Developing deployment deliverables - Participating in performing portions of technology build, test and deployment activities
Requirements:
Very good analytical and problem solving skills
Professional skills including: establish personal credibility with client and others, strong oral and written communication skills, drive to add value, maximize team's performance
Deep expertise in analyzing complex database query
Experience in processing Cloud, ETL or BI design and development standards and techniques
Good knowledge of Azure, AWS, GCP cloud data platform
Good knowledge of ETL tools (Extract, Transform and Load) such as Informatica, DataStage, Talend, SSIS and others
Good knowledge of BI tools such as Tableau, PowerBI, Cognos, SAP-BO, OBI and others
Good knowledge of Hadoop (HDFS, YARN, HBase, Sqoop)
Good English communications and writing skills are a plus
To be part of our team, please apply using link above, attach your resume including current and expected salary
Inteltion Co. Ltd.
14th fl. Phahonyotin Place, 408/55 Phahonyotin Rd., Phayatai Samsennai, BKK 10400
Tel: 02-619-0209 Fax: 02-619-0208"
12,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Platform Analytics Specialist, & ttb spark - TMBThanachart Bank or ttb & Jatuchak,3h ago," & Design & develop analytic models and dashboards & Platform Analytics , Digital Platform & Analytic models, dashboards, and visualizations","Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.ttbspark.com/Job FunctionsBanking / Finance, Others, Information Technology (IT), Others, Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Design and build technical processes to address business issues.
Build, develop and maintain data models, data automation systems, dashboards and performance metrics support that support key business decisions.
Design & develop analytic models, dashboards, and visualizations
Communicate results and business impacts of insight initiatives to stakeholders
Perform root cause analysis to identify issues and formulate solutions. Able to employ advanced data modeling and analysis techniques to discover insights that will guide strategic decisions and uncover optimization opportunities.
Organize and drive successful completion of data insight initiatives through effective management of analyst / data employees and effective collaboration with stakeholders.
Oversee the data requests process: tracking requests submitted, prioritization, approval, etc.
Act as thought partner and mentor for team members to develop their knowledge and skills on analytic tools & techniques
Qualifications:

Bachelor’s or Master’s Degree in the field of Software Engineering, MIS, Computer Science, Engineering, IT, or related field.
Minimum 5 years experience in Platform Analytics , Digital Platform or related field
Self organized and self motivated
Collaborative thinking, team work-oriented.
Strong analytical skills with systematic and structured approach to documenting business needs (modeling, requirement analysis) and problem solving
Good understanding of banking product and processes.
Analytical skills, professionally sceptic and solution oriented."
13,th.jobsdb.com/th/jobs/in-beungkum/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Analytics (Finance Team)/Work at Headquarter (Nawamin Road), & Lotus's & Beungkum,3h ago," & Data analysis, Interpret data & Develop, implement data collection systems & Experiences in finance and accounting and report","Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull TimeJob FunctionsAccounting, Others, Banking / Finance, Analysis, Information Technology (IT), Data Scientist &&& IndustryWholesale / RetailBenefits & OthersDental insurance, Life insurance, Medical insurance, Five-day work week","Key Responsibility

Focusing on turning complex data into information, information into insight, and insight into business decisions.
Mastering basic data analysis principles and methods, and through data analysis and output business evaluation successfully supporting projects.
Interpret data, identify, analyze results, using statistical techniques and provide ongoing reports and also any adhoc
Analyze all key drivers of business and company performance by weekly or monthly report and summarize the conclusion for presentation
Develop, implement data collection systems and other strategies that optimize statistical efficiency and data quality.
Acquire data from primary or secondary data sources and maintain databases/data systems.
Critical thinking and work closely with management to prioritize business information needs, and focus on solutions to improve overall business
Coordinate with all users, team members and related across functions at all level for performance improvement and suggestions

          Qualifications

Bachelor’s, or Master’s degree in Finance, Data Science, Computer Science, Mathematics
At least 6 year experiences in management accounting and report, finance and accounting or related fields
Experience in data visualization tools e.g. Tableau, Power BI is a plus.
Experience in Retail business is a plus
Highly proficient in Excel's Pivot table, Formulae and VBA, as well as well-versed in other data analytic programs and data management programs such as Access, SQL, etc.
Knowledge of Microsoft office programs needed for presentation making.
Good command of English

Lotus's
Ek-Chai Distribution System Co., Ltd.
Buengkum, Bangkok 10230, Thailand

“By applying for this position, you consent to the collection, use and disclosure of your personal data to us, our recruitment firms and all relevant third parties for the purpose of processing your application for this job position (or any other suitable positions within Lotus's and its subsidiaries, if any). You understand and acknowledge that your personal data will be processed in accordance with the law and our policy.”"
14,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Analytics Manager (100-120K)/Data Analyst (Big Data) / Business Intelligence, & MRI Worldwide Recruitment (Thailand) Ltd. & Bangkok,3h ago," & Data Analysis Manager & Big Data analyst & Power BI, Python, Tableau","Job TypeFull TimeCompany Websitehttp://www.mriww.co.thJob FunctionsProfessional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Project Management / Team Lead, MIS &&& IndustryHuman Resources Management/Consultancy","Position: Data Analytics Manager (100-120K)
Based: Bangkok
Contact Recruiter: Sirinapa (086-378-4083)
 Responsibilities:
Gathering and analyzing complex data, developing and implementing improvement recommendations
Duties may include, but are not limited to developing analytics, reporting dashboards, and providing technical solutions for complex issues faced by business partners
Frequently resolves projects/complex assignments with little supervision
Ensures projects are completed according to established timelines
Participates in cross-functional teams
Subject matter expert for specific functions, programs, and processes
Handles complex analysis, identifying risks and opportunities with solution recommendations for their functional area of expertise
Participates in tactical decision making for others according to defined processes and procedures.
 Qualifications:
Bachelor or Master degree
Must have first-hand knowledge of how to procure source data from multiple locations, integrate them together, and provide value add information to our MIS and Business customers
General desire and aptitude to learn and adapt to new technologies
Must be open to different points of view
Preferred -R, Python, Tableau, SQL, Power BI
Attractive salary and generous fringe benefits will be offered to the successful candidates.
Interested candidates please send your application letter with resume, current and expected salary with contact details and refer the position as
“Data Analytics Manager (100-120K)
If you believe that you are the right one,
Please call Sirinapa ""NOW"" 086-3784083"
15,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Junior Backend Developer," & Phoinikas Co., Ltd. & Jatuchak",5h ago,,"Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypePermanentCompany Websitehttp://www.phoinikas.netJob FunctionsMedia & Advertising, Others &&& IndustryAdvertising/Public Relations/Marketing ServicesBenefits & OthersLife insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Language :
-> programming : Javascript, Python, SQL, PHP, Typescript (Optional), Go (Optional)
Database :
-> SQL : Mysql, Postgresql
-> NoSQL : MongoDB, Elasticsearch (Optional), Redis (Optional)
Framework :
-> Django
-> Express js
-> Nest js (Optional)
Container (Optional) : Docker, Kubernetes

Job Description:
-> Experience in Back End Application Development, and web services
-> Create, maintain and optimize APIs, other back-end programs and database for related services or features
-> Collaborate with internal and external teams to fix and improve software
-> Estimate budget and timeline of the projects"
16,th.jobsdb.com/th/jobs/in-laksri/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,API Developer," & SRISAWAD POWER 2014 CO., LTD. & Laksri",5h ago," & Tool API & FaaS, Docker, Kubernetes & Java, PHP, Go, Python, Nods JS","Job TypePermanentJob FunctionsInformation Technology (IT), Programming / Software Development &&& IndustryFinancial ServicesBenefits & OthersLife insurance, Performance bonus, Five-day work week, Flexible working hours","- ออกแบบ,สร้าง,พัฒนา และรักษา API เเละ Microservices
- ทำการทดสอบเเละสามารถใช้เทคนิคใหม่ๆ
- พัฒนาเเละจัดการกรอบการทำงาน โดยใช้ Tool API
- มีความคิดสร้างสรรค์ สามารถนำเสนอผลงานได้
- เชี่ยวชาญในภาษาอย่างใดอย่างหนึ่งต่อไปนี้ Java,PHP,Go,Python,Node JS

คุณสมบัติผู้สมัคร
- มีประสบการณ์ 3-5 ปี
- มีประสบการณ์กับ FaaS, Docker, Kubernetes จะได้รับการพิจารณาเป็นพิเศษ
- มีประสบการณ์ด้านภาษา Java, PHP, Go, Python, Nods JS อย่างใดอย่างหนึ่ง
- มีประสบการณ์ด้านบริการเว็บและเทคโนโลยีที่เกี่ยวข้อง เช่น REST, SOAP, XML, JSON
- มีประสบการณ์ในการทำงานกับฐานข้อมูล SQL/NoSQL
- มีประสบการณ์กับเวิร์กโฟลว์ CI/CD และการควบคุมเวอร์ชัน GIT"
17,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,CRM Data Analytics/ Database manager, & Central Group (Centara Hotels & Resorts) & Pathumwan,3h ago, & At least 3 years of exp. in CRM & BA degree in IT with business or related fields & Business or systems analysis exp.,"Career LevelSeniorQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://careers.centralgroup.com/Job FunctionsHospitality / F & B, Management &&& IndustryWholesale / RetailBenefits & OthersDental insurance, Medical insurance, Five-day work week","Main Duties:
Essential Duties and Responsibilities
Setup the interface for new properties in iReward, Salesforce, IBE, The1, Reddot, PACMAN, CentaraDeals, and any other loyalty system related.
Develops, maintains and establishes operational specifications and set data quality standards for the validation processes considering content and information flow
Monitor and solve data coming to the system regularly which are iReward, Salesforce, The1 point transaction, and PACMAN
Control and review property’s data access regularly.
Approve on point adjustment with the control
Coordinating with The1 department on system integration, and other data operational issues.
Implement any new system initiative.
Manage data in Paid membership program which are importing data from vendors, reimbursement tracking, and MIS reports.
Do monthly reports, and any other adhoc reports.
Develop and learn more about reporting with an overall goal to become the first point of contact for all statistics related issues and requests
Ensure on quality data and any technical issues in CRM and loyalty system related which are iReward, CentaraDeals, Pay-by-The1 point, and Paid Membership platform
Training new staffs and properties as required on CRM and Loyalty system
Work closely with CRM Operations to have smooth operations
 Accountabilities and Performance Measures
Data quality, availability, and security are a must
Monthly management reports
MIS reports are needed. 
Organizational Alignment
Reports to Director of CRM and Customer Loyalty
Works closely with Accounting, Finance, IT, Risk, and operations on any loyalty related items
Work closely with CHR sales and e-commerce teams to ensure seamless strategies and a maximization of the program to benefit overall sales activities.
Job Knowledge / Skill Requirements
At least 3 years of experience in CRM, database management, and workflow processes.
SQL, Excel skill is required, and Salesforce/ Tableau skills are a plus.
Business or systems analysis experience.
Good command of English language, both spoken and written
Be able to interact with senior management and collect requirements
Ability to handle complexity and work effectively.
Team player with ability to create relationships and work effectively across functions. 
Education
Bachelor’s degree in IT with business or other related fields required"
18,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Analytics Specialist, & KASIKORNBANK PUBLIC COMPANY LIMITED & Bangkok,10h ago, & Data Analytics & MIS & Data Management,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentJob FunctionsBanking / Finance, Corporate Banking, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), MIS &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Performance bonus, Five-day work week","Location : Kasikorn Bank - Rat Burana Office / Chaeng Watthana Office

Job Description:
Responsible for studying business requirements and delivering solutions.
To design and develop automation Tool, SQL, Business Intelligence Report, VBA and/or Excel Macro.
To work closely with the operation and QA team to ensure the effectiveness and quality of the tool developed.
Query and Analysis data based on business requirements.
To define Root Cause Analysis, Corrective Action and Preventive Action.
 Qualification:
Bachelor’s or Master’s Degree in Computer Science, Business Management, Project Management, IT, Data Management, Mathematics, Statistic, Economics, or related fields.
Experienced in working with QA methodology and/or Banking knowledge will be an advantage.
In depth knowledge of SQL programming and Business Intelligence Tool (e.g. QlikSense, MicroStrategy).
In depth Knowledge of VBA, Excel Macro, RPA and Automation Tool (e.g. AutoClick, Selenium).
In depth Knowledge Big Data and Hadoop.
Analytical thinking, problem solving and able to learn new things.
Team player with good communication and presentation skills.
New Grads are welcome."
19,th.jobsdb.com/th/jobs/in-ladprao/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,PRE-SALES SPECIALIST (DIGITAL TRANSFORMATION)," & THE CONSULTANT CO., LTD. & Ladprao",5h ago,,"Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttps://careerpartnerth.comJob FunctionsInformation Technology (IT), IT Consulting &&& IndustryManagement Consultancy/ServiceBenefits & OthersLife insurance, Medical insurance, Five-day work week","We're recruitment agency who is looking potential candidate in Pre-Sales (Digital Transofrmation) for our client.

หน้าที่ความรับผิดชอบ
ให้คำปรึกษา ทำความเข้าใจ ความต้องการของลูกค้า ทั้งด้านธุรกิจและเทคโนโลยี ทำงานร่วมกับทีมเทคนิค และพาร์ทเนอร์ต่างๆ เพื่อค้นหาโซลูชั่นที่เหมาะสมด้าน Data Analytics, Big Data,ECM,ERP, Software Development ให้ตรงตามความต้องการของลูกค้า
ออกแบบและนำเสนอ Solution สาธิตการทำ proof-of-concept ต่างๆ ให้กับลูกค้า
จัดทำร่างข้อกำหนด (TOR) ความต้องการ ขอบเขตโครงการ เพื่อเป็นข้อมูลให้กับลูกค้า
จัดทำข้อเสนอโครงการ (Proposal) เพื่อยื่นประกวดราคา หรือเสนอลูกค้า
ศึกษา ติดตาม การพัฒนาเทคโนโลยีใหม่ๆ อย่างสม่ำเสมอ เพื่อให้ข้อมูลเซลล์ทีม และนำเสนอลูกค้า
คุณสมบัติ
ปริญญาตรี หรือสูงกว่า ในสาขาวิศวกรรมศาสตร์ วิทยาศาสตร์ คอมพิวเตอร์ โทรคมนาคม เทคโนโลยีสารสนเทศ หรือเรื่องที่เกี่ยวข้อง
มีประสบการณ์อย่างน้อย 3 – 5 ปีในด้าน Big Data, Backend, Business Intelligence
สามารถฟัง พูด อ่าน เขียน ภาษาอังกฤษ ได้ดี Toeic 550 คะแนน
สามารถใช้งาน Microsoft Word, Excel, PowerPoint ได้อย่างเชี่ยวชาญ
มีความรู้เกี่ยวกับเทคโนโลยีด้านต่างๆ ทั้ง Hardware, software ได้อย่างรวดเร็ว สามารถสื่อสารและนำเสนอโซลูชั่นหรือเรื่องราวต่างๆได้อย่างน่าสนใจตรงประเด็น สามารถรับฟังข้อมูลและสรุปความได้ดี มีความคิดสร้างสรรค์ ชอบเรียนรู้ทดลองและสร้างสิ่งใหม่"
20,th.jobsdb.com/th/jobs/in-bangkor-laem/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Channel Analytics - Digital Banking, & Bangkok Bank Public Company Limited & Bangkor-laem,5h ago, & Customer Analytics & Data Analytics & Digital Banking Analytics,"Job TypeFull Time, PermanentCompany Websitehttp://www.bangkokbank.comJob FunctionsBanking / Finance, Others &&& IndustryFinancial Services","หน้าที่ความรับผิดชอบ:
วิเคราะห์ข้อมูลการใช้บริการของช่องทาง Digital Banking ตลอดจนข้อมูลอื่นๆที่เกี่ยวข้องจากทั้งภายในและภายนอกธนาคาร ติดตามทำความเข้าใจพฤติกรรม แนวโน้มการใช้บริการ และความต้องการของลูกค้า เพื่อนำมาพัฒนาการให้บริการช่องทางดิจิทลและการสร้างแคมเปญใหม่ให้ตรงกลุ่มเป้าหมาย
รวบรวมข้อมูลจากฐานข้อมูลที่มีในปัจจุบัน วิเคราะห์และจัดทำรายงาน เพื่อใช้ประกอบการวางแผนกลยุทธ์ช่องทาง Digital Banking รวมทั้งประกอบการกำหนดทิศทางการจัดทำการแผนการตลาด ให้สามารถเข้าถึงและตอบสนองความต้องการของลูกค้าได้อย่างมีประสิทธิภาพ
พัฒนาระบบฐานข้อมูลช่องทาง Digital Banking ให้สามารถตอบสนองความต้องการในการใช้ข้อมูลได้ครบถ้วน และปรับปรุงข้อมูลในฐานข้อมูล ให้มีความถูกต้อง ครบถ้วน และ เป็นปัจจุบัน
จัดทำรายงานติดตามความคืบหน้าของการดำเนินการของช่องทาง Digital Banking เทียบกับเป้าหมาย ทั้งรายวัน/รายเดือน/รายไตรมาส/รายปี หรือรายงานที่เกี่ยวข้อง รวมทั้งระบุปัจจัยที่มีผลต่อการดำเนินงาน และนำเสนอแนวทางการแก้ไขได้
ปฏิบัติงานร่วมกับทีมพัฒนาช่องทาง Digital Banking และทีมการตลาด เพื่อจัดทำข้อมูล ข้อเสนอแนะตามแนวโน้มที่เกิดขึ้นใหม่ เพื่อขยายโอกาสทางธุรกิจ
คุณสมบัติ:
ปริญญาโท สาขาบริหารธุรกิจ สาขากลยุทธ์ / สถิติ หรือสาขาอื่นที่เกี่ยวข้อง
 มีประสบการณ์ทำงาน 5  ปีขึ้นไปในวิเคราะห์ข้อมูลด้วย BI Tools และ Tableau โดยนำมาวิเคราะห์พฤติกรรมลูกค้า เพื่อจัดทำแคมเปญใหม่ๆ จนถึงติดตามผลตอบรับเพื่อวิเคราะห์ตลาดและคู่แข่งต่อไป
 สามารถวิเคราะห์เป้าหมายของธุรกิจ ศึกษาความเป็นไปได้ในการลงทุน โดยนำ Marketing Technology/Financial Investment / Financial Model มาช่วยในการวิเคราะห์
มีทักษะการวิเคราะห์และกรอบความคิดในเชิงการวิเคราะห์ข้อมูลได้ดี สนใจด้านเทคโนโลยีใหม่ๆ สามารถใช้โปรแกรมวิเคราะห์และโปรแกรมสถิติได้หลากหลาย
สถานที่ปฏิบัติงาน: สำนักงานใหญ่สีลม
สามารถสอบถามข้อมูลเพิ่มเติมได้ที่ คุณดวงกมล เบอร์ 063-2124381"
21,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Programmer (Robotic Process Automation), & CTC Global (Thailand) Ltd. & Klongtoey,5h ago, & RPA (Robotic Process Automation) & Java/VBA/VB/.NET/Python/Robot framework). & Opportunity to work with a global tech company.,"Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.ctc-g.co.th/Job FunctionsInformation Technology (IT), Programming / Software Development, Application Specialist - Network &&& IndustryInformation TechnologyBenefits & OthersLife insurance, Medical insurance, Overtime pay, Performance bonus, Travel allowance, Five-day work week","Responsibilities:
Assist and drive Technical services of RPA (Robotic Process Automation) engagements.
Analyze business processes, identify automation opportunities, and assess automation feasibility.
Designing the technical options of the process to be automated.
Transform business requirements to optimum RPA approaches and complying with department and product.
Driving the adoption of best practices around coding, design, quality, and performance.
Continuously discovering, evaluating, and helping in the implementation of new and emerging technologies to help maximize product development efficiency.
Qualification:

Bachelor’s Degree in Computer Engineering, Computer Science, Information Technology or a related field.
Has knowledge in any programming languages/framework is advantage.
Experience with RPA development is advantage.
Good interpersonal skill, Mature, Hard Working, Self Initiative, Enthusiastic and Service minded.
Able to communicate in English. (Basic English Skill in Speaking and Writing )
Benefits:
5 working days/week
10 days annual paid leave.
Health insurance
Life insurance
Provident fund
Annual Party
Annual Health Check
Annual Bonus
Near MRT. Queen Sirikit"
22,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Software Engineer (ServiceNow), & MFEC Public Company Limited & Jatuchak,5h ago, & Strong technical skills of SaaS service management & Exp. in ServiceDesk tools or related & Ensure development of the ServiceNow platform,"Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull Time, PermanentCompany Websitehttp://www.mfec.co.thJob FunctionsInformation Technology (IT), Application Specialist - Software &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Five-day work week, Flexible working hours","We are looking for people with diverse range of talents and skills to join our professional teamwork. Be part of our organization and you can collaborate with innovative and enthusiastic minds while moving forwards with opportunities and success in your career.
What we want?
Define, design, transition and continually improve the ServiceNow platform
Provide guidance to the development processes and procedures, ensuring integration across a best practice framework ITIL v3 (2011) lifecycle
Implement the vision for continuous improvement of services with an emphasis on proactive planning, promoting a consumer focused support culture, and improving the accountability of delivering effective and efficient services
Who are we looking for?
A member of the Professional Services team.
Frequent travel is required to meet with customers.
Responsible for proactively maintaining knowledge and technical capability.
Ability to troubleshoot and communicate in English with vendor support team.
Accountable for reaching personal objectives to include ensuring feasibility of all solutions.
 
MFEC OKR:- As MFEC People, you will be a part of our talent team. Besides your main responsibilities, you do have special projects as part of OKR. However, the percentages will be different according to the positions and teams.
Location :
Head Office : Chatuchak, SJ Infinite One Business Complex"
23,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Java Developer (Welcome all level)," & IT One Co., Ltd. & Bangkok",5h ago," & Fixed Bonus, Performance Bonus, Flexible Benefits & Annual leave 15 days and Provident fund & Health insurance, Life insurance, Annual Health","Career LevelMiddleQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentCompany Websitehttp://www.itone.co.thJob FunctionsInformation Technology (IT), Application Specialist - Software, Programming / Software Development, IT Consulting &&& IndustryInformation TechnologyBenefits & OthersEducation allowance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Tech growth opportunity:
JAVA Programming
Software developer
Spring Boot Framework
IT One Benefit:
Fixed Bonus 1 month
Performance Bonus 
Flexible Benefit (20,000THB yearly)
Annual leave 15 days/ year
Fitness First membership
Provident Fund
Health insurance (include legal wife/husband/children)
Life insurance
Annual Health Check Up
Responsibilities:
Design, build, and maintain efficient, reusable, and reliable Java code
Ensure the best possible performance, quality, and responsiveness of the application
Identify bottlenecks and bugs, and devise solutions to these problems
Supports users by developing documentation and assistance tools.
Apply knowledge of technologies, applications, methodologies, processes and tools to support a client, project or entity.
“Please note that by entering the information into this site, you explicitly consent and allow IT One to collect and process your personal data (including but not limited to name, mobile phone number, personal identification etc.) for the purpose of applying for the job. The information you provided will also be kept and shared with IT One internal stakeholders for job application purposes.

The protection of your personal data is very important to IT One.  IT One is committed to keeping your personal data secured, and processing it in accordance with, applicable data protection laws and our internal policies, https://www.accenture.com/us-en/careers/life-at-accenture/privacy-policy”

Interested candidates, please send your full CV in English, certificate, recent photo, 
and expected salary to: Human Resources Department
 Tipco Tower, 21st- 22nd Floor, 
118/1 Rama VI Road, Phaya Thai, Bangkok, 10400 

Website: https://www.itone.co.th/
Facebook: https://www.facebook.com/Itone.co.th/
Linked: https://www.linkedin.com/company/it-one/"
24,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,DevOps Engineer," & Skilllane Education Co., Ltd. & Bangrak",5h ago," & Minimum 4 years of experience with DevOps & Docker, Kubernetes, CI/CD pipeline, Jenkins, AWS & Hybrid Work","Career LevelSeniorYears of Experience5 yearsJob TypeFull Time, PermanentJob FunctionsEngineering, Engineering Project Management, Information Technology (IT), IT Project Management / Team Lead, Programming / Software Development &&& IndustryEducationBenefits & OthersDental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Travel allowance, Work from home, Five-day work week, Flexible working hours","Manage and implement CI/CD workflows with embedded security (Design, Configure, Build, Test, Deploy and Monitor)
Responsible for migrating infrastructure and solutions from on-premise to cloud
Managing cloud-based service including modern web app and microservice architecture
Provide ongoing engineering support to a part or to the whole of a technical infrastructure (e.g. application servers, security, networks, etc.)
Maintain and service automation, tools and process to consistent with SLA’s for delivery of managed hosting services.
Ensure services are delivered in a manner consistent with security and policy requirements
Ensure solutions meet security and policy requirements
Support hosting technologies, automation and development operations infrastructure
Support deployed components across multiple operating systems and hardware topologies
Assist in Disaster recovery planning as needed and create and review technical system recovery plans
Review the problem management register and identify and implement actions
Make proactive suggestions for service improvements and demonstrate commitment to Service Excellenc
Qualifications
Bachelor’s degree/Master’s degree in Management Information System, Computer Science, Computer Engineering, IT, Business Administration or related fields
More than 5 years of working experiences and Minimum 2-3 years in DevOps role
Distributed infrastructure engineering team
Solutions implementation in the Cloud Infrastructure (AWS/ AZURE/ GCP)
Familiar with tools such as Docker, ElasticSearch, Jenkins, Kibana, Kubenetes, etc.
Troubleshooting high availability multi-tenant virtualization solutions and identifying root cause of service delivery issue
Strong MS Office skills: MS PowerPoint, MS Excel, MS Project, MS Visio
Ability to take ownership, be accountable, reliable and build loyalty in order to delivery service excellence
Well organized, proactive, can-do attitude
Fair written and verbal English communication skills
Work location: Near BTS Saint louis
More info : 061-419-0701 (Team People)"
