,Link,Name,Price,Color
102,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-s-9186640/,2022 Tesla Model S,"$144,400",Black
103,https://www.carpages.ca/used-cars/ontario/oakville/2014-tesla-model-s-9186637/,2014 Tesla Model S,"$39,950",Blue
104,https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-y-9186454/,2021 Tesla Model Y,"$78,700",Grey
105,https://www.carpages.ca/used-cars/ontario/london/2019-toyota-rav4-9186283/,2019 Toyota RAV4,"$43,995",Red
106,https://www.carpages.ca/used-cars/ontario/hamilton/2012-kia-optima-9186193/,2012 Kia Optima,"$13,900",Blue
107,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-y-9186037/,2022 Tesla Model Y,"$99,982",Red Multi-Coat
108,https://www.carpages.ca/used-cars/ontario/bolton/2020-ram-1500-9185275/,2020 RAM 1500,"$38,998",Gray
109,https://www.carpages.ca/used-cars/nova-scotia/halifax/2021-ford-escape-9184348/,2021 Ford Escape,"$41,695",
110,https://www.carpages.ca/used-cars/nova-scotia/halifax/2020-ford-escape-9184345/,2020 Ford Escape,"$39,998",Silver
111,https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-3-9183874/,2022 Tesla Model 3,"$62,980",White
112,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-escape-9183799/,2022 Ford Escape,"$49,423",Oxford White
113,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9183778/,2022 Ford F-150,"$65,880",Oxford White
114,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9183775/,2022 Ford F-150,"$66,955",Agate Black Metallic
115,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9183772/,2022 Ford F-150,"$61,305",Iconic Silver Metallic
116,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-9183730/,2022 Ford F-150,"$60,685",Oxford White
117,https://www.carpages.ca/new-cars/british-columbia/fort-st-john/2022-ford-f-150-9183469/,2022 Ford F-150,"$101,515",Iced Blue Silver Metallic
118,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2023-hyundai-kona-9183457/,2023 Hyundai KONA,"$51,424",Galatic Grey
119,https://www.carpages.ca/used-cars/ontario/north-york/2020-tesla-model-y-9182716/,2020 Tesla Model Y,"$82,995",Pearl White Multi-Coat
120,https://www.carpages.ca/used-cars/alberta/edmonton/2019-hyundai-kona-9182014/,2019 Hyundai KONA,"$49,997",White
121,https://www.carpages.ca/used-cars/ontario/kitchener/2013-lexus-ct-200h-9181291/,2013 Lexus CT 200h,"$21,999",Silver
122,https://www.carpages.ca/used-cars/ontario/toronto/2020-ford-fusion-hybrid-9180988/,2020 Ford Fusion Hybrid,"$32,995",White
123,https://www.carpages.ca/used-cars/ontario/burlington/2014-lincoln-mkz-9180811/,2014 Lincoln MKZ,"$16,888",Black
124,https://www.carpages.ca/used-cars/nova-scotia/truro/2019-kia-niro-9180394/,2019 Kia NIRO,"$36,995",Green
125,https://www.carpages.ca/used-cars/ontario/london/2022-hyundai-tucson-hybrid-9180346/,2022 Hyundai Tucson Hybrid,"$54,995",Black
126,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-escape-9179431/,2022 Ford Escape,"$45,369",STAR WHITE METALLIC TRI-COAT
127,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9179368/,2022 Ford F-150,"$68,195",Oxford White
128,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9179365/,2022 Ford F-150,"$68,735",Rapid Red Metallic Tinted Clearcoat
129,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9179347/,2022 Ford F-150,"$66,745",Oxford White
130,https://www.carpages.ca/used-cars/quebec/saint-hubert/2015-nissan-leaf-9178819/,2015 Nissan Leaf,"$18,950",Cayenne Red Metallic
131,https://www.carpages.ca/used-cars/ontario/vaughan/2021-tesla-model-y-9178807/,2021 Tesla Model Y,"$79,910",Grey
132,https://www.carpages.ca/new-cars/ontario/midland/2022-hyundai-santa-fe-9178624/,2022 Hyundai Santa Fe,"$41,699",White
133,https://www.carpages.ca/used-cars/ontario/oakville/2014-ford-fusion-9178582/,2014 Ford Fusion,"$6,449",White
134,https://www.carpages.ca/used-cars/ontario/waterloo/2016-ford-c-max-9178504/,2016 Ford C-MAX,"$19,900",White
135,https://www.carpages.ca/new-cars/ontario/kitchener/2022-ford-f-150-9178453/,2022 Ford F-150,"$79,490",White
136,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-es-300-9178291/,2023 Lexus ES 300,"$67,902",Caviar
137,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-es-300-9178288/,2023 Lexus ES 300,"$63,802",Ultra White
138,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-es-300-9178285/,2023 Lexus ES 300,"$59,152",Ultra White
139,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-es-300-9178261/,2023 Lexus ES 300,"$63,952",Ultra White
140,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-es-300-9178258/,2023 Lexus ES 300,"$57,302",Caviar
141,https://www.carpages.ca/used-cars/ontario/mississauga/2022-ford-f-150-9177019/,2022 Ford F-150,"$126,900",Agate Black Metallic
142,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-tesla-model-3-9176719/,2022 Tesla Model 3,"$78,987",Grey
143,https://www.carpages.ca/used-cars/ontario/scarborough/2011-cadillac-escalade-9176119/,2011 Cadillac Escalade,"$15,950",Grey
144,https://www.carpages.ca/used-cars/ontario/mississauga/2022-hyundai-elantra-9175906/,2022 Hyundai Elantra,"$40,995",SPACE BLACK
145,https://www.carpages.ca/used-cars/ontario/mississauga/2023-hyundai-elantra-9175891/,2023 Hyundai Elantra,"$43,995",Cyber Grey
146,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2023-mercedes-benz-gle-9175681/,2023 Mercedes-Benz GLE,"$105,358",Emerald Green Metallic
147,https://www.carpages.ca/used-cars/ontario/new-hamburg/2015-ford-focus-9175672/,2015 Ford Focus,"$15,699",Blue Candy Tinted Clearcoat
148,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9175651/,2022 Ford F-150,"$62,900",Carbonized Grey Metallic
149,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9175642/,2022 Ford F-150,"$68,745",Rapid Red Metallic Tinted Clearcoat
150,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2022-ford-f-150-9175477/,2022 Ford F-150,"$90,835",Agate Black Metallic
151,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2023-hyundai-ioniq-5-9175378/,2023 Hyundai IONIQ 5,"$62,924",PHANTOM BLACK
152,https://www.carpages.ca/new-cars/alberta/high-river/2022-toyota-rav4-9175348/,2022 Toyota RAV4,"$49,505",Blizzard Pearl
153,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-escape-9174820/,2020 Ford Escape,"$39,287",Black
154,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-tesla-model-3-9174553/,2020 Tesla Model 3,"$54,987",Grey
155,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ram-1500-9174301/,2022 RAM 1500,"$63,970",Black
156,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-f-150-9174148/,2022 Ford F-150,"$83,250",Black
157,https://www.carpages.ca/used-cars/alberta/edmonton/2015-ford-focus-9174031/,2015 Ford Focus,"$22,998",Red
158,https://www.carpages.ca/new-cars/ontario/burlington/2022-ford-f-150-9173356/,2022 Ford F-150,"$87,050",Grey
159,https://www.carpages.ca/used-cars/ontario/toronto/2019-hyundai-ioniq-hybrid-9172849/,2019 Hyundai Ioniq Hybrid,"$25,990",Silver
160,https://www.carpages.ca/new-cars/ontario/guelph/2023-jeep-wrangler-9172633/,2023 Jeep Wrangler,"$71,885",Sting-Grey
161,https://www.carpages.ca/used-cars/ontario/guelph/2017-toyota-prius-9172570/,2017 Toyota Prius,"$32,998",Red
162,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-ford-f-150-9171988/,2021 Ford F-150,"$86,897",Red
163,https://www.carpages.ca/new-cars/ontario/new-hamburg/2022-jeep-grand-cherokee-9171730/,2022 Jeep Grand Cherokee,"$82,275",Black
164,https://www.carpages.ca/new-cars/ontario/watford/2022-ford-escape-9171460/,2022 Ford Escape,"$45,599",Silver
165,https://www.carpages.ca/used-cars/ontario/mississauga/2021-porsche-cayenne-9170659/,2021 Porsche Cayenne,"$121,037",Black
166,https://www.carpages.ca/used-cars/ontario/mississauga/2018-audi-a3-9170632/,2018 Audi A3,"$40,511",White
167,https://www.carpages.ca/used-cars/ontario/mississauga/2017-chevrolet-volt-9170317/,2017 Chevrolet Volt,"$26,999",White
168,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2023-hyundai-kona-9170110/,2023 Hyundai KONA,"$46,324",Atlas White
169,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-hyundai-ioniq-5-9170047/,2022 Hyundai IONIQ 5,"$89,998",Silver
170,https://www.carpages.ca/new-cars/ontario/simcoe/2022-hyundai-tucson-hybrid-9169456/,2022 Hyundai Tucson Hybrid,"$44,888",Shimmering Silver Metallic
171,https://www.carpages.ca/new-cars/ontario/kanata/2022-jeep-grand-cherokee-9168940/,2022 Jeep Grand Cherokee,"$85,194",Sport Red
172,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-kia-ev6-9168400/,2022 Kia EV6,"$86,741",White
173,https://www.carpages.ca/used-cars/british-columbia/richmond/2019-tesla-model-3-9168379/,2019 Tesla Model 3,"$54,595",Solid Black
174,https://www.carpages.ca/used-cars/british-columbia/richmond/2019-tesla-model-s-9168382/,2019 Tesla Model S,"$80,888",Deep Blue Metallic
175,https://www.carpages.ca/used-cars/ontario/markham/2020-porsche-taycan-9168283/,2020 Porsche Taycan,"$146,295",Carrara White Metallic
176,https://www.carpages.ca/new-cars/ontario/kingston/2022-ford-mustang-mach-e-9168037/,2022 Ford Mustang MACH-E,"$88,190",Dark Matter Grey Metallic
177,https://www.carpages.ca/used-cars/ontario/kingston/2016-chevrolet-volt-9167983/,2016 Chevrolet Volt,"$24,990",White
178,https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2019-ford-fusion-9167818/,2019 Ford Fusion,"$34,495",White
179,https://www.carpages.ca/used-cars/ontario/oakville/2020-toyota-highlander-9167779/,2020 Toyota Highlander,"$64,998",White
180,https://www.carpages.ca/new-cars/ontario/tilbury/2022-ford-f-150-9167434/,2022 Ford F-150,"$83,050",White
181,https://www.carpages.ca/new-cars/ontario/tilbury/2022-ford-escape-9167431/,2022 Ford Escape,"$41,719",White
182,https://www.carpages.ca/used-cars/ontario/oakville/2021-bmw-x3-9167287/,2021 BMW X3,"$62,400",Silver
183,https://www.carpages.ca/new-cars/ontario/burlington/2022-ford-escape-9166852/,2022 Ford Escape,"$48,849",Black
184,https://www.carpages.ca/new-cars/ontario/burlington/2022-ford-escape-9166849/,2022 Ford Escape,"$49,424",White
185,https://www.carpages.ca/used-cars/ontario/welland/2020-toyota-highlander-9166681/,2020 Toyota Highlander,"$56,989",Silver
186,https://www.carpages.ca/used-cars/ontario/kitchener/2022-ford-f-150-9166663/,2022 Ford F-150,"$62,888",Grey
187,https://www.carpages.ca/used-cars/ontario/chatham/2021-lexus-ux-9165940/,2021 Lexus UX,"$45,999",White
188,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-ux-9165928/,2023 Lexus UX,"$48,035",Ultra White w/Obsidian Roof
189,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-lexus-ux-9165919/,2023 Lexus UX,"$47,885",Ultra White w/Obsidian Roof
190,https://www.carpages.ca/used-cars/ontario/mississauga/2022-ford-f-150-9165865/,2022 Ford F-150,"$127,999",Blue
191,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-toyota-sienna-9165817/,2021 Toyota Sienna,"$78,400",Midnight Black Metallic
192,https://www.carpages.ca/used-cars/british-columbia/sechelt/2018-kia-niro-9163951/,2018 Kia NIRO,"$30,634",Black
193,https://www.carpages.ca/used-cars/ontario/cobourg/2019-toyota-prius-9163918/,2019 Toyota Prius,"$37,929",Grey
194,https://www.carpages.ca/used-cars/ontario/cobourg/2020-toyota-highlander-9163915/,2020 Toyota Highlander,"$64,989",Blue
195,https://www.carpages.ca/used-cars/ontario/midland/2021-ford-f-150-9163855/,2021 Ford F-150,"$66,995",Black
196,https://www.carpages.ca/used-cars/ontario/stittsville/2016-toyota-highlander-9163270/,2016 Toyota Highlander,"$38,999",
197,https://www.carpages.ca/new-cars/ontario/huntsville/2023-hyundai-sonata-9163210/,2023 Hyundai Sonata,"$42,974",White
198,https://www.carpages.ca/used-cars/ontario/waterloo/2015-ford-c-max-9162403/,2015 Ford C-MAX,"$19,488",Red
199,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-toyota-corolla-9162181/,2020 Toyota Corolla,"$37,995",White
200,https://www.carpages.ca/used-cars/ontario/brampton/2017-toyota-camry-9162172/,2017 Toyota Camry,"$27,900",Black
201,https://www.carpages.ca/used-cars/ontario/burlington/2022-kia-sorento-9161917/,2022 Kia Sorento,"$67,998",Black
202,https://www.carpages.ca/used-cars/ontario/ancaster/2015-lexus-ct-200h-9161764/,2015 Lexus CT 200h,"$23,349",Grey
203,https://www.carpages.ca/used-cars/ontario/ancaster/2014-lexus-ct-200h-9161746/,2014 Lexus CT 200h,"$24,288",
204,https://www.carpages.ca/used-cars/new-brunswick/saint-john/2013-hyundai-sonata-hybrid-9161308/,2013 Hyundai Sonata Hybrid,"$6,995",White
205,https://www.carpages.ca/used-cars/ontario/welland/2021-toyota-rav4-9161077/,2021 Toyota RAV4,"$56,989",Black
206,https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-s-9160702/,2019 Tesla Model S,"$86,950",Black
